family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
中国連休週の月曜 除外(改良系),Mon7,該当週を建てない,28,39,0.718,9.68,160,0.004737652139738202,13,19,5.64,69,0.536,False
中国連休週の月曜 除外(改良系),AUD+NZD,該当週を建てない,24,39,0.615,8.14,160,0.09979543345980346,14,19,12.06,69,0.522,False
中国連休週の月曜 のみ,AUD+NZD,週内 CN 祝日 ≥3 日,7,10,0.7,30.43,10,0.171875,2,4,-1.57,13,0.615,False
中国連休週の月曜 のみ,Mon7,週内 CN 祝日 ≥3 日,7,10,0.7,16.35,10,0.171875,2,4,-0.15,13,0.615,False
