cell,family,symbol,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
TOMS BTCUSD,TOMS,BTCUSD,27,48,56,0.2354395068108559,0.56,25.6,-10.53,4,11,5.42,False,False
Tuex2 NAS100,Tuex2,NAS100,27,48,56,0.2354395068108559,0.55,24.6,-9.11,7,12,12.38,False,False
Thux3 US30,Thux3,US30,27,48,56,0.2354395068108559,0.54,26.4,-4.61,7,12,-0.24,False,False
Monx2 XAGUSD,Monx2,XAGUSD,27,48,56,0.2354395068108559,0.54,23.6,-8.79,8,11,92.11,False,False
FriS ETHUSD,FriS,ETHUSD,27,48,56,0.2354395068108559,0.48,13.8,-11.49,7,12,10.9,False,False
Thu WTI,Thu,WTI,27,48,56,0.2354395068108559,0.44,19.7,-7.18,7,12,34.48,False,False
Wedx3 EUSTX50,Wedx3,EUSTX50,27,48,56,0.2354395068108559,0.43,19.5,-7.86,9,12,0.13,False,False
WedSx3 NZDJPY,WedSx3,NZDJPY,27,48,56,0.2354395068108559,0.41,19.5,-5.74,6,12,3.47,False,False
Thu JP225,Thu,JP225,27,48,56,0.2354395068108559,0.41,19.2,-5.56,5,12,-1.85,False,False
Wedx2 EUSTX50,Wedx2,EUSTX50,27,48,56,0.2354395068108559,0.38,17.6,-7.85,6,12,6.91,False,False
WedSx2 GBPCHF,WedSx2,GBPCHF,27,48,56,0.2354395068108559,0.37,18.8,-3.04,8,12,2.17,False,False
Frix2 US30,Frix2,US30,27,48,56,0.2354395068108559,0.37,18.0,-4.56,7,12,3.1,False,False
WedSx3 USDCHF,WedSx3,USDCHF,27,48,56,0.2354395068108559,0.36,17.8,-3.03,6,12,-2.39,False,False
Tuex2 US500,Tuex2,US500,27,48,56,0.2354395068108559,0.36,16.8,-4.86,7,12,9.23,False,False
Wedx3 WTI,Wedx3,WTI,27,48,56,0.2354395068108559,0.34,4.2,-21.94,9,12,116.85,False,False
WedSx2 NZDJPY,WedSx2,NZDJPY,27,48,56,0.2354395068108559,0.32,15.1,-4.09,6,12,2.98,False,False
WedSx2 CADJPY,WedSx2,CADJPY,27,48,56,0.2354395068108559,0.32,15.1,-4.64,8,12,2.55,False,False
FriSx2 NZDCAD,FriSx2,NZDCAD,27,48,56,0.2354395068108559,0.31,15.7,-2.41,5,12,-1.23,False,False
Wedx3 GER40,Wedx3,GER40,27,48,56,0.2354395068108559,0.3,11.9,-9.56,7,12,-11.37,False,False
ThuSx3 AUDUSD,ThuSx3,AUDUSD,27,48,56,0.2354395068108559,0.29,13.7,-3.05,5,12,-1.23,False,False
Tuex2 CHFJPY,Tuex2,CHFJPY,27,48,56,0.2354395068108559,0.29,14.6,-2.69,7,12,2.37,False,False
ThuSx3 NZDCAD,ThuSx3,NZDCAD,27,48,56,0.2354395068108559,0.28,13.7,-2.8,7,12,-1.19,False,False
Frix3 US30,Frix3,US30,27,48,56,0.2354395068108559,0.27,11.8,-7.24,8,12,13.73,False,False
ThuSx2 EURUSD,ThuSx2,EURUSD,27,48,56,0.2354395068108559,0.26,12.9,-3.92,10,12,4.18,False,False
Tuex3 CHFJPY,Tuex3,CHFJPY,27,48,56,0.2354395068108559,0.26,12.2,-5.26,7,12,0.8,False,False
ThuS CADCHF,ThuS,CADCHF,27,48,56,0.2354395068108559,0.26,12.7,-1.6,9,12,3.76,False,False
WedS GBPCHF,WedS,GBPCHF,27,48,56,0.2354395068108559,0.25,12.6,-1.72,4,12,-1.3,False,False
Monx3 GBPCAD,Monx3,GBPCAD,27,48,56,0.2354395068108559,0.24,12.0,-2.59,6,12,2.6,False,False
ThuS EURJPY,ThuS,EURJPY,27,48,56,0.2354395068108559,0.23,11.4,-3.02,6,12,3.12,False,False
ThuS GBPJPY,ThuS,GBPJPY,27,48,56,0.2354395068108559,0.23,11.2,-2.67,7,12,5.5,False,False
Tuex3 NAS100,Tuex3,NAS100,27,48,56,0.2354395068108559,0.22,4.5,-11.44,7,12,2.72,False,False
Monx3 EURCAD,Monx3,EURCAD,27,48,56,0.2354395068108559,0.22,10.2,-3.34,7,12,0.08,False,False
TueSx2 NZDUSD,TueSx2,NZDUSD,27,48,56,0.2354395068108559,0.21,9.2,-4.64,6,12,2.43,False,False
TOMS AUDJPY,TOMS,AUDJPY,27,48,56,0.2354395068108559,0.21,9.7,-3.31,5,11,1.38,False,False
Wed US500,Wed,US500,27,48,56,0.2354395068108559,0.21,9.7,-4.54,6,12,-1.7,False,False
Wedx3 UK100,Wedx3,UK100,27,48,56,0.2354395068108559,0.2,8.3,-7.55,7,12,6.46,False,False
FriSx3 EURCHF,FriSx3,EURCHF,27,48,56,0.2354395068108559,0.2,9.9,-1.89,4,12,-1.07,False,False
Monx2 GBPCAD,Monx2,GBPCAD,27,48,56,0.2354395068108559,0.2,9.8,-2.07,7,12,2.81,False,False
Fri USDJPY,Fri,USDJPY,27,48,56,0.2354395068108559,0.19,8.8,-4.2,7,12,3.22,False,False
ThuS AUDJPY,ThuS,AUDJPY,27,48,56,0.2354395068108559,0.19,8.8,-3.16,9,12,6.5,False,False
MonSx2 CADCHF,MonSx2,CADCHF,27,48,56,0.2354395068108559,0.19,9.3,-1.77,4,12,0.38,False,False
FriSx2 CADCHF,FriSx2,CADCHF,27,48,56,0.2354395068108559,0.19,9.3,-1.63,5,12,-0.18,False,False
TueSx3 NZDUSD,TueSx3,NZDUSD,27,48,56,0.2354395068108559,0.18,7.2,-6.77,7,12,3.19,False,False
Tue USDJPY,Tue,USDJPY,27,48,56,0.2354395068108559,0.17,8.0,-4.45,6,12,0.8,False,False
Fri EURAUD,Fri,EURAUD,27,48,56,0.2354395068108559,0.17,8.2,-3.53,5,12,-2.03,False,False
WedSx3 GBPJPY,WedSx3,GBPJPY,27,48,56,0.2354395068108559,0.15,6.0,-5.23,8,12,2.05,False,False
WedS EURCHF,WedS,EURCHF,27,48,56,0.2354395068108559,0.15,7.3,-1.09,7,12,0.95,False,False
Monx3 EURUSD,Monx3,EURUSD,27,48,56,0.2354395068108559,0.14,6.3,-4.27,8,12,1.89,False,False
Wed EURUSD,Wed,EURUSD,27,48,56,0.2354395068108559,0.13,6.1,-2.31,5,12,-2.69,False,False
Wed CHFJPY,Wed,CHFJPY,27,48,56,0.2354395068108559,0.13,6.1,-2.04,6,12,-0.52,False,False
ThuS EURAUD,ThuS,EURAUD,27,48,56,0.2354395068108559,0.13,6.2,-2.86,6,12,-2.31,False,False
ThuS GBPAUD,ThuS,GBPAUD,27,48,56,0.2354395068108559,0.13,6.1,-2.49,8,12,-0.21,False,False
Frix2 GBPAUD,Frix2,GBPAUD,27,48,56,0.2354395068108559,0.13,6.2,-2.04,4,12,-0.93,False,False
Tuex3 GBPCAD,Tuex3,GBPCAD,27,48,56,0.2354395068108559,0.13,6.3,-2.54,5,12,-5.54,False,False
Wedx2 US500,Wedx2,US500,27,48,56,0.2354395068108559,0.1,2.5,-7.86,6,12,-7.33,False,False
Wedx2 UK100,Wedx2,UK100,27,48,56,0.2354395068108559,0.1,3.4,-7.51,7,12,6.7,False,False
Frix3 UK100,Frix3,UK100,27,48,56,0.2354395068108559,0.1,3.7,-4.27,6,12,4.65,False,False
ThuS GBPUSD,ThuS,GBPUSD,27,48,56,0.2354395068108559,0.09,4.1,-3.15,7,12,2.67,False,False
Thux2 CHFJPY,Thux2,CHFJPY,27,48,56,0.2354395068108559,0.09,3.6,-4.22,6,12,-1.28,False,False
FriSx2 EURGBP,FriSx2,EURGBP,27,48,56,0.2354395068108559,0.09,4.1,-1.76,10,12,6.58,False,False
MonS EURAUD,MonS,EURAUD,27,48,56,0.2354395068108559,0.09,4.3,-2.51,9,12,5.4,False,False
FriS EURCAD,FriS,EURCAD,27,48,56,0.2354395068108559,0.09,4.0,-1.78,8,12,4.05,False,False
Wedx3 USDCAD,Wedx3,USDCAD,27,48,56,0.2354395068108559,0.08,3.5,-3.71,7,12,1.33,False,False
MonS NZDCAD,MonS,NZDCAD,27,48,56,0.2354395068108559,0.08,4.0,-2.42,6,12,-4.14,False,False
MonS CADCHF,MonS,CADCHF,27,48,56,0.2354395068108559,0.08,3.5,-2.36,7,12,1.92,False,False
TueSx2 EURGBP,TueSx2,EURGBP,27,48,56,0.2354395068108559,0.07,3.4,-1.42,5,12,-0.52,False,False
Fri GBPAUD,Fri,GBPAUD,27,48,56,0.2354395068108559,0.07,3.2,-2.99,6,12,-0.56,False,False
MonSx2 EURUSD,MonSx2,EURUSD,27,48,56,0.2354395068108559,0.06,2.2,-3.04,6,12,-3.78,False,False
ThuS AUDUSD,ThuS,AUDUSD,27,48,56,0.2354395068108559,0.06,2.4,-3.66,8,12,3.89,False,False
Tue USDCAD,Tue,USDCAD,27,48,56,0.2354395068108559,0.06,2.6,-1.34,4,12,-3.05,False,False
Thux3 USDCAD,Thux3,USDCAD,27,48,56,0.2354395068108559,0.06,2.5,-2.42,6,12,-0.14,False,False
Tuex3 AUDCAD,Tuex3,AUDCAD,27,48,56,0.2354395068108559,0.06,2.6,-2.98,6,12,1.8,False,False
WedSx2 NZDCAD,WedSx2,NZDCAD,27,48,56,0.2354395068108559,0.06,2.4,-2.9,7,12,1.42,False,False
ThuS NZDCAD,ThuS,NZDCAD,27,48,56,0.2354395068108559,0.06,2.5,-2.93,7,12,1.18,False,False
WedSx3 EURUSD,WedSx3,EURUSD,27,48,56,0.2354395068108559,0.05,1.6,-5.2,8,12,6.52,False,False
TueSx2 CADJPY,TueSx2,CADJPY,27,48,56,0.2354395068108559,0.04,1.3,-3.67,4,12,-5.45,False,False
Wedx3 EURJPY,Wedx3,EURJPY,27,48,56,0.2354395068108559,0.03,0.0,-6.38,6,12,-4.16,False,False
WedSx3 HK50,WedSx3,HK50,27,48,56,0.2354395068108559,0.03,-4.8,-13.01,9,12,21.86,False,False
TOMS GBPCAD,TOMS,GBPCAD,27,48,56,0.2354395068108559,0.02,0.8,-4.57,5,11,-0.04,False,False
ThuS AUDCAD,ThuS,AUDCAD,27,48,56,0.2354395068108559,0.02,0.6,-2.29,8,12,2.82,False,False
WedSx3 AUDUSD,WedSx3,AUDUSD,27,48,56,0.2354395068108559,0.01,-1.7,-13.3,5,12,5.27,False,False
Frix2 USDCAD,Frix2,USDCAD,27,48,56,0.2354395068108559,0.01,0.3,-2.14,7,12,-0.08,False,False
Wedx2 NAS100,Wedx2,NAS100,27,48,56,0.2354395068108559,0.01,-3.8,-12.81,7,12,-12.61,False,False
Frix2 ETHUSD,Frix2,ETHUSD,27,48,56,0.2354395068108559,-0.01,-14.4,-20.75,5,12,-19.09,False,False
MonS EURUSD,MonS,EURUSD,27,48,56,0.2354395068108559,-0.02,-1.1,-2.27,7,12,-1.59,False,False
Tuex2 AUDCAD,Tuex2,AUDCAD,27,48,56,0.2354395068108559,-0.02,-1.2,-2.78,7,12,3.17,False,False
MonS XAUUSD,MonS,XAUUSD,27,48,56,0.2354395068108559,-0.03,-2.1,-5.88,6,11,2.43,False,False
TOM US2000,TOM,US2000,27,48,56,0.2354395068108559,-0.04,-4.5,-9.6,6,11,7.16,False,False
TueSx2 USDCAD,TueSx2,USDCAD,27,48,56,0.2354395068108559,-0.05,-2.5,-2.51,8,12,2.67,False,False
TOM CHFJPY,TOM,CHFJPY,27,48,56,0.2354395068108559,-0.05,-2.6,-2.15,2,11,-6.04,False,False
Thux2 EUSTX50,Thux2,EUSTX50,27,48,56,0.2354395068108559,-0.09,-6.7,-10.48,7,12,-9.47,False,False
Thux2 UK100,Thux2,UK100,27,48,56,0.2354395068108559,-0.1,-6.1,-7.47,7,12,-8.58,False,False
Wedx3 GBPCAD,Wedx3,GBPCAD,27,48,56,0.2354395068108559,-0.1,-4.9,-4.11,5,12,-2.5,False,False
WedS HK50,WedS,HK50,27,48,56,0.2354395068108559,-0.13,-8.3,-13.86,5,12,-3.05,False,False
WedSx2 JP225,WedSx2,JP225,27,48,56,0.2354395068108559,-0.3,-16.5,-7.44,3,12,-13.55,False,False
Thux3 FR40,Thux3,FR40,27,48,56,0.2354395068108559,-0.32,-16.5,-10.0,4,12,-8.95,False,False
Tuex2 BTCUSD,Tuex2,BTCUSD,26,48,54,0.3327329060383093,1.67,79.6,-21.35,6,12,-25.3,False,False
ThuSx2 BTCUSD,ThuSx2,BTCUSD,26,48,54,0.3327329060383093,1.49,72.3,-18.55,8,12,42.43,False,False
TueSx2 WTI,TueSx2,WTI,26,48,54,0.3327329060383093,1.48,84.5,-12.28,6,12,-13.9,False,False
ThuSx3 BTCUSD,ThuSx3,BTCUSD,26,48,54,0.3327329060383093,1.32,54.2,-24.13,8,12,47.17,False,False
Thux3 WTI,Thux3,WTI,26,48,54,0.3327329060383093,1.26,67.5,-13.82,9,12,43.78,False,False
TueSx3 WTI,TueSx3,WTI,26,48,54,0.3327329060383093,1.22,54.5,-12.47,5,12,-39.7,False,False
TOMS ETHUSD,TOMS,ETHUSD,26,48,54,0.3327329060383093,0.99,50.8,-8.87,5,11,11.07,False,False
ThuSx2 ETHUSD,ThuSx2,ETHUSD,26,48,54,0.3327329060383093,0.97,16.7,-24.16,9,12,107.73,False,False
Monx3 US2000,Monx3,US2000,26,48,54,0.3327329060383093,0.86,45.4,-7.68,8,11,16.81,False,False
Tue XAGUSD,Tue,XAGUSD,26,48,54,0.3327329060383093,0.74,38.3,-6.59,7,12,67.24,False,False
Tuex2 GER40,Tuex2,GER40,26,48,54,0.3327329060383093,0.71,36.4,-7.61,6,12,4.69,False,False
WedSx2 WTI,WedSx2,WTI,26,48,54,0.3327329060383093,0.69,26.0,-13.56,4,12,-40.36,False,False
WedSx3 AUDCHF,WedSx3,AUDCHF,26,48,54,0.3327329060383093,0.65,35.2,-4.41,9,12,2.56,False,False
Monx2 EURJPY,Monx2,EURJPY,26,48,54,0.3327329060383093,0.53,28.4,-1.9,9,12,4.92,False,False
ThuSx2 NAS100,ThuSx2,NAS100,26,48,54,0.3327329060383093,0.52,22.5,-6.33,5,12,3.42,False,False
Thux3 USDJPY,Thux3,USDJPY,26,48,54,0.3327329060383093,0.46,23.2,-4.49,6,12,-0.04,False,False
ThuS NAS100,ThuS,NAS100,26,48,54,0.3327329060383093,0.43,19.8,-6.46,6,12,8.17,False,False
MonSx3 CADCHF,MonSx3,CADCHF,26,48,54,0.3327329060383093,0.43,22.3,-2.88,4,12,-1.24,False,False
Wed XAGUSD,Wed,XAGUSD,26,48,54,0.3327329060383093,0.43,20.1,-6.41,7,12,-14.63,False,False
Thu XAGUSD,Thu,XAGUSD,26,48,54,0.3327329060383093,0.43,18.0,-7.87,7,12,-14.35,False,False
TueSx3 USDCHF,TueSx3,USDCHF,26,48,54,0.3327329060383093,0.41,20.7,-4.35,6,12,1.01,False,False
Thux3 US500,Thux3,US500,26,48,54,0.3327329060383093,0.41,18.5,-6.53,6,12,1.33,False,False
Tuex2 HK50,Tuex2,HK50,26,48,54,0.3327329060383093,0.39,12.8,-12.14,4,12,-3.42,False,False
Tuex3 AUS200,Tuex3,AUS200,26,48,54,0.3327329060383093,0.39,17.4,-8.14,6,12,5.96,False,False
Frix3 HK50,Frix3,HK50,26,48,54,0.3327329060383093,0.38,10.3,-12.87,6,12,1.14,False,False
Wedx2 FR40,Wedx2,FR40,26,48,54,0.3327329060383093,0.37,17.2,-6.32,6,12,2.76,False,False
Wed EUSTX50,Wed,EUSTX50,26,48,54,0.3327329060383093,0.36,17.5,-3.25,5,12,9.49,False,False
ThuSx2 GBPUSD,ThuSx2,GBPUSD,26,48,54,0.3327329060383093,0.35,17.8,-2.92,7,12,4.97,False,False
Wedx2 GER40,Wedx2,GER40,26,48,54,0.3327329060383093,0.35,15.6,-9.68,5,12,-6.54,False,False
Frix3 XAUUSD,Frix3,XAUUSD,26,48,54,0.3327329060383093,0.34,14.7,-6.33,5,12,4.67,False,False
FriSx3 CADCHF,FriSx3,CADCHF,26,48,54,0.3327329060383093,0.31,15.4,-2.34,4,12,-1.71,False,False
TueSx2 USDCHF,TueSx2,USDCHF,26,48,54,0.3327329060383093,0.3,14.9,-2.46,5,12,-0.1,False,False
FriS BTCUSD,FriS,BTCUSD,26,48,54,0.3327329060383093,0.29,5.1,-16.54,9,12,5.28,False,False
Frix3 GBPAUD,Frix3,GBPAUD,26,48,54,0.3327329060383093,0.28,13.6,-2.72,2,12,-7.12,False,False
ThuS CADJPY,ThuS,CADJPY,26,48,54,0.3327329060383093,0.27,13.3,-2.23,9,12,4.69,False,False
Tuex3 UK100,Tuex3,UK100,26,48,54,0.3327329060383093,0.27,11.9,-7.55,9,12,8.59,False,False
TueS AUDUSD,TueS,AUDUSD,26,48,54,0.3327329060383093,0.26,12.7,-2.43,5,12,-3.81,False,False
ThuSx3 CADCHF,ThuSx3,CADCHF,26,48,54,0.3327329060383093,0.26,12.8,-2.33,9,12,1.51,False,False
FriS XAGUSD,FriS,XAGUSD,26,48,54,0.3327329060383093,0.26,7.9,-13.0,6,12,-8.49,False,False
MonS AUDUSD,MonS,AUDUSD,26,48,54,0.3327329060383093,0.25,11.6,-2.44,4,12,-5.72,False,False
Tuex3 US500,Tuex3,US500,26,48,54,0.3327329060383093,0.25,9.4,-7.02,7,12,3.12,False,False
FriS CADCHF,FriS,CADCHF,26,48,54,0.3327329060383093,0.25,12.3,-1.72,3,12,-0.44,False,False
MonSx3 AUDCHF,MonSx3,AUDCHF,26,48,54,0.3327329060383093,0.24,11.6,-3.53,2,12,-12.13,False,False
ThuSx2 US2000,ThuSx2,US2000,26,48,54,0.3327329060383093,0.23,7.8,-5.89,7,12,2.34,False,False
FriS AUS200,FriS,AUS200,26,48,54,0.3327329060383093,0.22,10.6,-3.55,8,12,5.71,False,False
Monx3 GBPUSD,Monx3,GBPUSD,26,48,54,0.3327329060383093,0.21,10.1,-2.22,6,12,4.33,False,False
ThuS USDJPY,ThuS,USDJPY,26,48,54,0.3327329060383093,0.21,10.3,-3.04,7,12,3.4,False,False
Monx2 HK50,Monx2,HK50,26,48,54,0.3327329060383093,0.2,4.9,-13.01,6,12,9.2,False,False
Wedx3 EURAUD,Wedx3,EURAUD,26,48,54,0.3327329060383093,0.19,8.6,-7.52,3,12,-2.28,False,False
Monx2 AUS200,Monx2,AUS200,26,48,54,0.3327329060383093,0.19,8.8,-3.49,3,12,-6.63,False,False
MonS EUSTX50,MonS,EUSTX50,26,48,54,0.3327329060383093,0.19,9.1,-4.37,4,12,-3.73,False,False
WedS NZDJPY,WedS,NZDJPY,26,48,54,0.3327329060383093,0.16,7.5,-2.66,7,12,-0.43,False,False
TueS EURCHF,TueS,EURCHF,26,48,54,0.3327329060383093,0.16,7.6,-1.35,5,12,-0.22,False,False
ThuSx2 GBPCAD,ThuSx2,GBPCAD,26,48,54,0.3327329060383093,0.15,7.1,-2.21,7,12,3.64,False,False
FriS GBPCAD,FriS,GBPCAD,26,48,54,0.3327329060383093,0.14,6.6,-1.51,6,12,2.56,False,False
WedS CADJPY,WedS,CADJPY,26,48,54,0.3327329060383093,0.13,6.2,-3.48,5,12,-1.14,False,False
ThuSx2 US500,ThuSx2,US500,26,48,54,0.3327329060383093,0.13,3.8,-5.93,4,12,2.28,False,False
Wed UK100,Wed,UK100,26,48,54,0.3327329060383093,0.13,6.0,-3.38,8,12,12.6,False,False
Frix3 XAGUSD,Frix3,XAGUSD,26,48,54,0.3327329060383093,0.13,-5.6,-15.74,6,12,75.05,False,False
TOMS FR40,TOMS,FR40,26,48,54,0.3327329060383093,0.12,4.7,-4.45,4,11,-8.66,False,False
Wedx3 EURGBP,Wedx3,EURGBP,26,48,54,0.3327329060383093,0.12,5.8,-2.64,5,12,-2.75,False,False
Tue US2000,Tue,US2000,26,48,54,0.3327329060383093,0.12,4.2,-4.5,8,12,15.56,False,False
TOM HK50,TOM,HK50,26,48,54,0.3327329060383093,0.11,1.5,-12.47,6,11,2.99,False,False
Tue EURJPY,Tue,EURJPY,26,48,54,0.3327329060383093,0.1,4.4,-3.85,9,12,2.99,False,False
Tue GBPAUD,Tue,GBPAUD,26,48,54,0.3327329060383093,0.1,4.5,-2.74,2,12,-6.72,False,False
WedS NZDCAD,WedS,NZDCAD,26,48,54,0.3327329060383093,0.1,4.8,-2.98,8,12,1.44,False,False
Tuex3 US2000,Tuex3,US2000,26,48,54,0.3327329060383093,0.1,-1.8,-14.27,6,12,12.05,False,False
Tue EUSTX50,Tue,EUSTX50,26,48,54,0.3327329060383093,0.1,3.7,-4.89,6,12,2.13,False,False
TueS NZDCAD,TueS,NZDCAD,26,48,54,0.3327329060383093,0.09,4.2,-2.5,9,12,3.64,False,False
MonSx2 EURCHF,MonSx2,EURCHF,26,48,54,0.3327329060383093,0.08,3.7,-3.04,6,12,-2.65,False,False
Fri EURJPY,Fri,EURJPY,26,48,54,0.3327329060383093,0.07,3.0,-2.96,5,12,-1.27,False,False
Tue NAS100,Tue,NAS100,26,48,54,0.3327329060383093,0.07,1.7,-5.62,8,12,17.62,False,False
ThuSx3 ETHUSD,ThuSx3,ETHUSD,26,48,54,0.3327329060383093,0.07,-32.2,-36.51,7,12,107.63,False,False
Wed EURJPY,Wed,EURJPY,26,48,54,0.3327329060383093,0.06,2.7,-3.68,4,12,-0.46,False,False
MonSx2 NZDCAD,MonSx2,NZDCAD,26,48,54,0.3327329060383093,0.06,2.5,-2.5,8,12,-1.86,False,False
MonSx2 JP225,MonSx2,JP225,26,48,54,0.3327329060383093,0.05,1.2,-8.1,7,12,-5.26,False,False
Thux3 GBPAUD,Thux3,GBPAUD,26,48,54,0.3327329060383093,0.05,1.6,-4.96,4,12,-1.01,False,False
ThuS US30,ThuS,US30,26,48,54,0.3327329060383093,0.05,1.4,-3.73,5,12,4.61,False,False
WedS AUDJPY,WedS,AUDJPY,26,48,54,0.3327329060383093,0.04,1.6,-3.19,6,12,-2.31,False,False
TueS JP225,TueS,JP225,26,48,54,0.3327329060383093,0.04,0.6,-8.89,7,12,6.78,False,False
ThuS GBPCAD,ThuS,GBPCAD,26,48,54,0.3327329060383093,0.04,2.0,-3.3,9,12,1.71,False,False
TOMS AUDCAD,TOMS,AUDCAD,26,48,54,0.3327329060383093,0.04,1.8,-1.51,3,11,-3.93,False,False
TOM EURCAD,TOM,EURCAD,26,48,54,0.3327329060383093,0.03,1.2,-2.18,6,11,-1.38,False,False
TueSx3 GBPAUD,TueSx3,GBPAUD,26,48,54,0.3327329060383093,0.02,0.1,-4.08,7,12,8.4,False,False
Frix3 EURCAD,Frix3,EURCAD,26,48,54,0.3327329060383093,0.01,0.3,-2.49,5,12,-1.58,False,False
ThuSx2 GBPAUD,ThuSx2,GBPAUD,26,48,54,0.3327329060383093,0.01,0.1,-2.97,8,12,-0.74,False,False
Tuex3 AUDNZD,Tuex3,AUDNZD,26,48,54,0.3327329060383093,0.01,0.4,-2.34,9,12,5.43,False,False
TueS UK100,TueS,UK100,26,48,54,0.3327329060383093,-0.0,-0.7,-5.6,4,12,-0.85,False,False
Tuex3 EURAUD,Tuex3,EURAUD,26,48,54,0.3327329060383093,0.0,-0.5,-4.48,6,12,-4.45,False,False
TueSx2 AUDNZD,TueSx2,AUDNZD,26,48,54,0.3327329060383093,0.0,-0.1,-2.03,4,12,-6.27,False,False
Tuex3 GBPUSD,Tuex3,GBPUSD,26,48,54,0.3327329060383093,-0.01,-1.1,-3.18,6,12,-4.28,False,False
ThuSx2 EURGBP,ThuSx2,EURGBP,26,48,54,0.3327329060383093,-0.01,-0.7,-2.47,6,12,-0.2,False,False
Wedx3 AUDNZD,Wedx3,AUDNZD,26,48,54,0.3327329060383093,-0.02,-1.2,-2.44,6,12,-0.38,False,False
Monx2 AUDCAD,Monx2,AUDCAD,26,48,54,0.3327329060383093,-0.02,-1.1,-2.11,8,12,9.68,False,False
TOM JP225,TOM,JP225,26,48,54,0.3327329060383093,-0.03,-4.1,-16.16,8,11,13.11,False,False
Thux3 GBPCAD,Thux3,GBPCAD,26,48,54,0.3327329060383093,-0.03,-1.9,-3.85,7,12,1.95,False,False
ThuSx3 XAGUSD,ThuSx3,XAGUSD,26,48,54,0.3327329060383093,-0.03,-12.2,-16.12,6,12,-2.68,False,False
Tuex2 NZDJPY,Tuex2,NZDJPY,26,48,54,0.3327329060383093,-0.04,-2.9,-5.18,6,12,1.8,False,False
Monx3 NZDCAD,Monx3,NZDCAD,26,48,54,0.3327329060383093,-0.04,-2.7,-4.09,6,12,0.87,False,False
Wed GBPJPY,Wed,GBPJPY,26,48,54,0.3327329060383093,-0.05,-2.7,-3.29,5,12,1.63,False,False
Tue EURCAD,Tue,EURCAD,26,48,54,0.3327329060383093,-0.05,-2.3,-2.07,4,12,-0.85,False,False
WedSx2 AUDUSD,WedSx2,AUDUSD,26,48,54,0.3327329060383093,-0.06,-3.6,-6.5,7,12,2.62,False,False
Wedx2 US30,Wedx2,US30,26,48,54,0.3327329060383093,-0.06,-4.5,-5.36,6,12,-3.27,False,False
Wedx2 EURJPY,Wedx2,EURJPY,26,48,54,0.3327329060383093,-0.09,-5.1,-5.46,4,12,-3.28,False,False
TOMS NZDCAD,TOMS,NZDCAD,26,48,54,0.3327329060383093,-0.09,-4.4,-3.31,7,11,1.12,False,False
Fri US500,Fri,US500,26,48,54,0.3327329060383093,-0.12,-6.4,-6.4,8,12,3.69,False,False
Thu EUSTX50,Thu,EUSTX50,26,48,54,0.3327329060383093,-0.14,-8.0,-7.27,5,12,-2.34,False,False
Frix2 AUDCAD,Frix2,AUDCAD,26,48,54,0.3327329060383093,-0.22,-10.2,-3.2,8,12,3.91,False,False
ThuSx2 NATGAS,ThuSx2,NATGAS,25,48,52,0.4427167486432566,1.65,35.6,-22.38,7,12,-11.05,False,False
Wedx3 XAGUSD,Wedx3,XAGUSD,25,48,52,0.4427167486432566,0.97,43.4,-15.33,7,12,-40.25,False,False
TueS ETHUSD,TueS,ETHUSD,25,48,52,0.4427167486432566,0.95,38.0,-13.1,7,12,32.07,False,False
TOMS NATGAS,TOMS,NATGAS,25,48,52,0.4427167486432566,0.81,19.2,-15.69,5,11,-3.94,False,False
MonSx3 WTI,MonSx3,WTI,25,48,52,0.4427167486432566,0.71,27.1,-15.09,5,11,12.74,False,False
FriSx2 XAGUSD,FriSx2,XAGUSD,25,48,52,0.4427167486432566,0.7,25.7,-18.56,5,12,-24.27,False,False
Monx2 GER40,Monx2,GER40,25,48,52,0.4427167486432566,0.61,30.6,-5.02,7,12,15.56,False,False
Wedx3 JP225,Wedx3,JP225,25,48,52,0.4427167486432566,0.59,26.2,-12.55,9,12,23.47,False,False
Tuex2 FR40,Tuex2,FR40,25,48,52,0.4427167486432566,0.59,29.3,-6.58,5,12,12.6,False,False
FriSx2 NATGAS,FriSx2,NATGAS,25,48,52,0.4427167486432566,0.56,-19.2,-28.1,8,12,-15.4,False,False
Frix2 GBPJPY,Frix2,GBPJPY,25,48,52,0.4427167486432566,0.54,28.9,-2.85,9,12,7.43,False,False
MonS XAGUSD,MonS,XAGUSD,25,48,52,0.4427167486432566,0.51,23.9,-6.67,4,11,-14.05,False,False
Monx3 UK100,Monx3,UK100,25,48,52,0.4427167486432566,0.45,23.1,-2.18,8,12,15.11,False,False
Thux3 NAS100,Thux3,NAS100,25,48,52,0.4427167486432566,0.37,13.7,-8.54,5,12,2.13,False,False
Wed NATGAS,Wed,NATGAS,25,48,52,0.4427167486432566,0.37,1.4,-16.46,8,12,-15.21,False,False
FriSx2 EUSTX50,FriSx2,EUSTX50,25,48,52,0.4427167486432566,0.33,15.4,-3.65,6,12,2.44,False,False
Thux3 CADJPY,Thux3,CADJPY,25,48,52,0.4427167486432566,0.32,14.9,-3.96,6,12,-1.1,False,False
FriSx2 US2000,FriSx2,US2000,25,48,52,0.4427167486432566,0.32,14.2,-6.85,5,12,-3.7,False,False
