cell,family,symbol,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
Wed NZDUSD,Wed,NZDUSD,24,48,50,0.5572832513567434,-0.12,-6.0,-3.03,6,12,-2.32,False,False
Frix2 EURCHF,Frix2,EURCHF,24,48,50,0.5572832513567434,-0.12,-6.0,-2.36,6,12,-0.24,False,False
Monx2 USDCHF,Monx2,USDCHF,24,48,50,0.5572832513567434,-0.13,-6.5,-2.78,6,12,-2.27,False,False
Wedx2 AUDJPY,Wedx2,AUDJPY,24,48,50,0.5572832513567434,-0.13,-7.4,-7.24,6,12,-2.83,False,False
Tuex2 JP225,Tuex2,JP225,24,48,50,0.5572832513567434,-0.13,-8.5,-5.93,7,12,9.67,False,False
Wed AUS200,Wed,AUS200,24,48,50,0.5572832513567434,-0.13,-6.8,-5.4,6,12,5.69,False,False
Wedx3 CADJPY,Wedx3,CADJPY,24,48,50,0.5572832513567434,-0.15,-8.8,-9.15,7,12,-0.8,False,False
Thu US2000,Thu,US2000,24,48,50,0.5572832513567434,-0.16,-9.4,-6.83,6,12,-2.42,False,False
Thux3 EURUSD,Thux3,EURUSD,24,48,50,0.5572832513567434,-0.17,-8.6,-5.18,5,12,-1.56,False,False
Thux2 GBPJPY,Thux2,GBPJPY,24,48,50,0.5572832513567434,-0.18,-9.1,-3.84,4,12,-4.48,False,False
MonSx3 AUS200,MonSx3,AUS200,24,48,50,0.5572832513567434,-0.19,-9.9,-7.66,8,12,1.47,False,False
Thux3 EUSTX50,Thux3,EUSTX50,24,48,50,0.5572832513567434,-0.19,-11.7,-10.47,6,12,1.19,False,False
Fri EUSTX50,Fri,EUSTX50,24,48,50,0.5572832513567434,-0.19,-9.6,-4.18,7,12,-7.92,False,False
Thu UK100,Thu,UK100,24,48,50,0.5572832513567434,-0.2,-10.0,-7.55,7,12,-7.19,False,False
Frix3 ETHUSD,Frix3,ETHUSD,24,48,50,0.5572832513567434,-0.22,-26.0,-20.03,7,12,-7.83,False,False
Thu GER40,Thu,GER40,24,48,50,0.5572832513567434,-0.23,-11.6,-8.2,6,12,-2.12,False,False
Wedx2 USDJPY,Wedx2,USDJPY,24,48,50,0.5572832513567434,-0.28,-13.7,-6.3,7,12,-1.36,False,False
ThuSx2 XAGUSD,ThuSx2,XAGUSD,24,48,50,0.5572832513567434,-0.33,-20.8,-11.78,4,12,25.37,False,False
WedS FR40,WedS,FR40,24,48,50,0.5572832513567434,-0.36,-16.9,-6.39,6,12,-4.08,False,False
Frix2 FR40,Frix2,FR40,24,48,50,0.5572832513567434,-0.39,-18.4,-6.88,3,12,-9.05,False,False
TueSx3 JP225,TueSx3,JP225,24,48,50,0.5572832513567434,-0.41,-22.0,-16.11,5,12,-8.43,False,False
Fri FR40,Fri,FR40,24,48,50,0.5572832513567434,-0.46,-20.9,-9.37,4,12,-10.96,False,False
MonSx3 HK50,MonSx3,HK50,24,48,50,0.5572832513567434,-0.48,-25.5,-13.05,5,12,-14.09,False,False
WedS BTCUSD,WedS,BTCUSD,24,48,50,0.5572832513567434,-1.01,-45.5,-17.08,7,12,0.0,False,False
Wedx2 ETHUSD,Wedx2,ETHUSD,23,48,48,0.6672670939616907,1.18,11.8,-27.8,3,12,-45.55,False,False
Tuex3 ETHUSD,Tuex3,ETHUSD,23,48,48,0.6672670939616907,0.88,-5.7,-30.13,4,12,-61.54,False,False
TueS NATGAS,TueS,NATGAS,23,48,48,0.6672670939616907,0.77,19.6,-25.2,5,12,-16.28,False,False
Monx2 US2000,Monx2,US2000,23,48,48,0.6672670939616907,0.71,37.7,-5.76,7,11,18.99,False,False
Tuex3 BTCUSD,Tuex3,BTCUSD,23,48,48,0.6672670939616907,0.55,3.8,-15.19,4,12,-47.04,False,False
ThuSx2 FR40,ThuSx2,FR40,23,48,48,0.6672670939616907,0.42,18.9,-5.95,8,12,15.87,False,False
MonS WTI,MonS,WTI,23,48,48,0.6672670939616907,0.41,17.7,-4.89,4,11,23.34,False,False
FriS NAS100,FriS,NAS100,23,48,48,0.6672670939616907,0.3,13.7,-6.73,5,12,-5.11,False,False
WedSx2 US2000,WedSx2,US2000,23,48,48,0.6672670939616907,0.29,10.7,-7.41,7,12,2.35,False,False
FriSx3 FR40,FriSx3,FR40,23,48,48,0.6672670939616907,0.27,11.3,-6.94,8,12,2.8,False,False
ThuSx2 GER40,ThuSx2,GER40,23,48,48,0.6672670939616907,0.25,9.3,-7.31,6,12,6.13,False,False
TueSx3 CADJPY,TueSx3,CADJPY,23,48,48,0.6672670939616907,0.23,10.2,-4.4,6,12,-2.04,False,False
ThuS GER40,ThuS,GER40,23,48,48,0.6672670939616907,0.23,10.3,-5.05,6,12,1.72,False,False
FriS AUDJPY,FriS,AUDJPY,23,48,48,0.6672670939616907,0.21,9.7,-2.59,7,12,-0.17,False,False
FriSx3 WTI,FriSx3,WTI,23,48,48,0.6672670939616907,0.19,-2.9,-17.21,5,12,-26.34,False,False
TOMS CADJPY,TOMS,CADJPY,23,48,48,0.6672670939616907,0.18,8.5,-3.8,9,11,5.61,False,False
ThuSx3 EURUSD,ThuSx3,EURUSD,23,48,48,0.6672670939616907,0.17,7.6,-3.64,7,12,1.42,False,False
ThuSx2 HK50,ThuSx2,HK50,23,48,48,0.6672670939616907,0.17,2.7,-11.72,9,12,31.77,False,False
ThuSx3 EUSTX50,ThuSx3,EUSTX50,23,48,48,0.6672670939616907,0.17,4.7,-7.67,6,12,-2.39,False,False
TOMS USDCHF,TOMS,USDCHF,23,48,48,0.6672670939616907,0.16,7.5,-2.3,4,11,-2.32,False,False
Tuex2 US2000,Tuex2,US2000,23,48,48,0.6672670939616907,0.16,3.8,-10.07,7,12,13.8,False,False
Monx2 GBPUSD,Monx2,GBPUSD,23,48,48,0.6672670939616907,0.15,7.1,-2.69,6,12,4.62,False,False
Monx2 FR40,Monx2,FR40,23,48,48,0.6672670939616907,0.15,4.2,-6.33,4,12,5.92,False,False
ThuSx3 AUDCAD,ThuSx3,AUDCAD,23,48,48,0.6672670939616907,0.15,6.9,-2.78,4,12,-1.92,False,False
TueSx2 AUDUSD,TueSx2,AUDUSD,23,48,48,0.6672670939616907,0.14,6.0,-3.83,3,12,-4.75,False,False
FriSx3 EUSTX50,FriSx3,EUSTX50,23,48,48,0.6672670939616907,0.12,4.0,-5.32,5,12,0.03,False,False
ThuSx2 EURJPY,ThuSx2,EURJPY,23,48,48,0.6672670939616907,0.11,4.6,-3.63,7,12,3.52,False,False
Thux3 NZDJPY,Thux3,NZDJPY,23,48,48,0.6672670939616907,0.11,4.2,-4.28,5,12,1.04,False,False
ThuSx2 EURCAD,ThuSx2,EURCAD,23,48,48,0.6672670939616907,0.1,4.2,-2.38,7,12,2.63,False,False
FriSx2 GBPCHF,FriSx2,GBPCHF,23,48,48,0.6672670939616907,0.1,4.7,-1.74,2,12,-5.11,False,False
ThuSx3 US2000,ThuSx3,US2000,23,48,48,0.6672670939616907,0.1,0.5,-8.0,6,12,-4.66,False,False
TOMS NZDJPY,TOMS,NZDJPY,23,48,48,0.6672670939616907,0.09,3.9,-3.01,8,11,6.56,False,False
FriS UK100,FriS,UK100,23,48,48,0.6672670939616907,0.09,3.7,-3.15,6,12,2.17,False,False
Thux2 EURAUD,Thux2,EURAUD,23,48,48,0.6672670939616907,0.09,3.7,-7.06,6,12,1.54,False,False
WedS USDCAD,WedS,USDCAD,23,48,48,0.6672670939616907,0.08,3.8,-1.16,8,12,0.18,False,False
WedS GBPAUD,WedS,GBPAUD,23,48,48,0.6672670939616907,0.08,3.5,-2.42,8,12,1.64,False,False
TueS US30,TueS,US30,23,48,48,0.6672670939616907,0.08,3.5,-2.21,5,12,-5.22,False,False
TueS GBPUSD,TueS,GBPUSD,23,48,48,0.6672670939616907,0.07,3.0,-2.14,7,12,1.96,False,False
TueSx3 AUDUSD,TueSx3,AUDUSD,23,48,48,0.6672670939616907,0.07,2.1,-5.67,7,12,-2.86,False,False
TueS USDCHF,TueS,USDCHF,23,48,48,0.6672670939616907,0.06,2.6,-2.11,6,12,2.03,False,False
WedSx2 USDCAD,WedSx2,USDCAD,23,48,48,0.6672670939616907,0.06,2.5,-1.71,6,12,-0.66,False,False
Frix2 WTI,Frix2,WTI,23,48,48,0.6672670939616907,0.05,-3.5,-10.78,7,12,22.39,False,False
ThuS USDCAD,ThuS,USDCAD,23,48,48,0.6672670939616907,0.04,1.7,-1.33,6,12,0.04,False,False
Fri CADJPY,Fri,CADJPY,23,48,48,0.6672670939616907,0.04,1.3,-3.22,6,12,1.93,False,False
Monx2 AUDNZD,Monx2,AUDNZD,23,48,48,0.6672670939616907,0.04,2.0,-2.51,11,12,6.62,False,False
TOM XAGUSD,TOM,XAGUSD,23,48,48,0.6672670939616907,0.04,-2.9,-10.9,7,11,6.49,False,False
WedSx2 EURAUD,WedSx2,EURAUD,23,48,48,0.6672670939616907,0.03,0.9,-2.32,5,12,1.4,False,False
Tuex3 US30,Tuex3,US30,23,48,48,0.6672670939616907,0.03,-0.6,-5.96,5,12,2.9,False,False
WedSx3 USDJPY,WedSx3,USDJPY,23,48,48,0.6672670939616907,0.02,-1.1,-5.1,3,12,-2.22,False,False
Tuex2 AUDJPY,Tuex2,AUDJPY,23,48,48,0.6672670939616907,0.02,0.0,-6.14,10,12,9.72,False,False
Wed GBPUSD,Wed,GBPUSD,23,48,48,0.6672670939616907,0.01,0.3,-1.83,4,12,-0.75,False,False
Wedx2 GBPUSD,Wedx2,GBPUSD,23,48,48,0.6672670939616907,0.01,-0.2,-2.72,4,12,-3.03,False,False
WedS AUDUSD,WedS,AUDUSD,23,48,48,0.6672670939616907,0.01,0.0,-3.13,4,12,0.36,False,False
TueS AUDJPY,TueS,AUDJPY,23,48,48,0.6672670939616907,0.01,-0.1,-3.05,3,12,-5.58,False,False
Tue US500,Tue,US500,23,48,48,0.6672670939616907,0.01,-0.2,-4.04,9,12,10.56,False,False
FriSx2 GBPCAD,FriSx2,GBPCAD,23,48,48,0.6672670939616907,0.01,0.2,-2.42,7,12,-4.07,False,False
TueSx2 US30,TueSx2,US30,23,48,48,0.6672670939616907,0.01,-0.8,-4.65,6,12,-6.12,False,False
TueSx2 GBPUSD,TueSx2,GBPUSD,23,48,48,0.6672670939616907,0.0,-0.2,-2.4,7,12,2.14,False,False
TueS FR40,TueS,FR40,23,48,48,0.6672670939616907,-0.0,-1.5,-6.86,4,12,-7.82,False,False
TueS EURAUD,TueS,EURAUD,23,48,48,0.6672670939616907,0.0,-0.1,-2.31,7,12,3.5,False,False
Frix2 AUDNZD,Frix2,AUDNZD,23,48,48,0.6672670939616907,-0.0,-0.3,-1.09,8,12,1.87,False,False
Fri US30,Fri,US30,23,48,48,0.6672670939616907,-0.0,-0.9,-4.98,6,12,1.03,False,False
WedSx3 AUS200,WedSx3,AUS200,23,48,48,0.6672670939616907,0.0,-2.4,-5.96,4,12,-0.82,False,False
WedS GBPCAD,WedS,GBPCAD,23,48,48,0.6672670939616907,-0.01,-0.6,-1.96,8,12,0.31,False,False
MonS AUDCAD,MonS,AUDCAD,23,48,48,0.6672670939616907,-0.01,-0.4,-1.73,3,12,-6.24,False,False
WedSx2 EURGBP,WedSx2,EURGBP,23,48,48,0.6672670939616907,-0.02,-1.3,-2.5,6,12,0.95,False,False
MonS GBPAUD,MonS,GBPAUD,23,48,48,0.6672670939616907,-0.02,-1.1,-1.74,5,12,0.96,False,False
Wedx3 GBPAUD,Wedx3,GBPAUD,23,48,48,0.6672670939616907,-0.02,-2.0,-6.39,6,12,-0.46,False,False
WedS AUDNZD,WedS,AUDNZD,23,48,48,0.6672670939616907,-0.02,-1.0,-1.36,7,12,-0.88,False,False
Frix3 AUDNZD,Frix3,AUDNZD,23,48,48,0.6672670939616907,-0.02,-1.2,-2.44,9,12,7.26,False,False
Tuex3 NZDCAD,Tuex3,NZDCAD,23,48,48,0.6672670939616907,-0.02,-1.4,-3.06,4,12,-4.6,False,False
WedS EURAUD,WedS,EURAUD,23,48,48,0.6672670939616907,-0.03,-1.8,-1.77,9,12,3.63,False,False
WedSx2 GBPCAD,WedSx2,GBPCAD,23,48,48,0.6672670939616907,-0.03,-1.9,-3.24,8,12,1.63,False,False
Wedx2 HK50,Wedx2,HK50,23,48,48,0.6672670939616907,-0.03,-4.0,-7.33,5,12,-10.67,False,False
Thux3 AUS200,Thux3,AUS200,23,48,48,0.6672670939616907,-0.03,-2.6,-6.72,6,12,-6.58,False,False
TOMS EURUSD,TOMS,EURUSD,23,48,48,0.6672670939616907,-0.04,-2.1,-2.9,7,11,3.21,False,False
WedSx2 AUDNZD,WedSx2,AUDNZD,23,48,48,0.6672670939616907,-0.04,-2.2,-1.87,5,12,0.33,False,False
Frix2 XAUUSD,Frix2,XAUUSD,23,48,48,0.6672670939616907,-0.05,-4.0,-4.69,4,12,-9.67,False,False
WedSx2 HK50,WedSx2,HK50,23,48,48,0.6672670939616907,-0.05,-5.0,-8.86,6,12,10.66,False,False
Fri USDCHF,Fri,USDCHF,23,48,48,0.6672670939616907,-0.06,-2.9,-3.38,8,12,1.64,False,False
MonS AUDNZD,MonS,AUDNZD,23,48,48,0.6672670939616907,-0.06,-2.9,-1.05,3,12,-1.27,False,False
ThuSx2 USDJPY,ThuSx2,USDJPY,23,48,48,0.6672670939616907,-0.07,-4.1,-4.04,6,12,-0.44,False,False
Frix2 USDCHF,Frix2,USDCHF,23,48,48,0.6672670939616907,-0.08,-4.3,-3.66,7,12,1.1,False,False
Tuex3 EURGBP,Tuex3,EURGBP,23,48,48,0.6672670939616907,-0.08,-3.8,-2.57,7,12,2.58,False,False
Frix3 USDCHF,Frix3,USDCHF,23,48,48,0.6672670939616907,-0.09,-4.9,-5.56,7,12,0.21,False,False
Thux3 EURGBP,Thux3,EURGBP,23,48,48,0.6672670939616907,-0.09,-4.4,-2.36,3,12,-3.17,False,False
Wed US30,Wed,US30,23,48,48,0.6672670939616907,-0.09,-5.0,-2.99,7,12,-0.63,False,False
ThuSx2 AUS200,ThuSx2,AUS200,23,48,48,0.6672670939616907,-0.09,-5.2,-3.42,7,12,6.22,False,False
MonSx2 UK100,MonSx2,UK100,23,48,48,0.6672670939616907,-0.1,-5.3,-4.77,4,12,-6.0,False,False
MonSx2 FR40,MonSx2,FR40,23,48,48,0.6672670939616907,-0.1,-7.5,-11.64,8,12,-6.37,False,False
MonSx2 GBPCHF,MonSx2,GBPCHF,23,48,48,0.6672670939616907,-0.1,-4.7,-2.31,3,12,-3.39,False,False
Thux2 USDCHF,Thux2,USDCHF,23,48,48,0.6672670939616907,-0.11,-5.5,-5.96,7,12,-0.02,False,False
ThuSx2 USDCAD,ThuSx2,USDCAD,23,48,48,0.6672670939616907,-0.11,-5.4,-3.79,6,12,-0.42,False,False
Thu CHFJPY,Thu,CHFJPY,23,48,48,0.6672670939616907,-0.11,-5.7,-2.77,7,12,-2.0,False,False
FriS JP225,FriS,JP225,23,48,48,0.6672670939616907,-0.11,-5.9,-5.29,3,12,-9.28,False,False
Frix3 GBPCHF,Frix3,GBPCHF,23,48,48,0.6672670939616907,-0.11,-5.5,-2.84,8,12,2.93,False,False
WedSx2 EURUSD,WedSx2,EURUSD,23,48,48,0.6672670939616907,-0.12,-6.1,-5.94,7,12,2.93,False,False
Thux2 CADJPY,Thux2,CADJPY,23,48,48,0.6672670939616907,-0.12,-6.7,-4.49,5,12,-1.97,False,False
Thux2 AUDNZD,Thux2,AUDNZD,23,48,48,0.6672670939616907,-0.12,-5.6,-3.03,3,12,-2.32,False,False
Tue AUDCAD,Tue,AUDCAD,23,48,48,0.6672670939616907,-0.13,-6.3,-2.55,6,12,1.85,False,False
Monx2 AUDCHF,Monx2,AUDCHF,23,48,48,0.6672670939616907,-0.13,-6.5,-3.41,9,12,10.08,False,False
MonS GBPUSD,MonS,GBPUSD,23,48,48,0.6672670939616907,-0.14,-6.5,-2.08,2,12,-5.7,False,False
Wed USDJPY,Wed,USDJPY,23,48,48,0.6672670939616907,-0.14,-6.8,-4.56,6,12,1.34,False,False
FriSx3 USDCAD,FriSx3,USDCAD,23,48,48,0.6672670939616907,-0.14,-6.7,-2.3,6,12,2.37,False,False
ThuSx3 UK100,ThuSx3,UK100,23,48,48,0.6672670939616907,-0.14,-8.0,-3.67,6,12,5.1,False,False
MonSx3 AUDNZD,MonSx3,AUDNZD,23,48,48,0.6672670939616907,-0.14,-6.8,-2.59,4,12,-8.23,False,False
WedSx3 FR40,WedSx3,FR40,23,48,48,0.6672670939616907,-0.15,-9.1,-6.13,6,12,7.91,False,False
TOM CADCHF,TOM,CADCHF,23,48,48,0.6672670939616907,-0.15,-7.1,-3.21,6,11,0.43,False,False
Thux3 GBPUSD,Thux3,GBPUSD,23,48,48,0.6672670939616907,-0.16,-8.3,-4.63,7,12,0.92,False,False
Wedx3 AUDCAD,Wedx3,AUDCAD,23,48,48,0.6672670939616907,-0.17,-8.4,-4.24,8,12,-3.14,False,False
Tuex3 NZDJPY,Tuex3,NZDJPY,23,48,48,0.6672670939616907,-0.18,-9.8,-8.15,8,12,-1.81,False,False
TOM USDJPY,TOM,USDJPY,23,48,48,0.6672670939616907,-0.19,-9.1,-5.24,5,11,-3.71,False,False
Thu USDCHF,Thu,USDCHF,23,48,48,0.6672670939616907,-0.19,-9.3,-6.73,3,12,-2.62,False,False
Fri NZDJPY,Fri,NZDJPY,23,48,48,0.6672670939616907,-0.19,-9.4,-3.38,5,12,-1.36,False,False
Thux3 US2000,Thux3,US2000,23,48,48,0.6672670939616907,-0.19,-12.7,-9.79,4,12,2.84,False,False
TOMS GER40,TOMS,GER40,23,48,48,0.6672670939616907,-0.2,-10.2,-4.37,5,11,-13.19,False,False
Wed US2000,Wed,US2000,23,48,48,0.6672670939616907,-0.2,-10.6,-7.08,4,12,-2.65,False,False
TueSx2 AUS200,TueSx2,AUS200,23,48,48,0.6672670939616907,-0.2,-10.7,-6.39,4,12,-9.72,False,False
Thux3 GBPCHF,Thux3,GBPCHF,23,48,48,0.6672670939616907,-0.21,-10.0,-4.01,6,12,1.14,False,False
Thu US500,Thu,US500,23,48,48,0.6672670939616907,-0.22,-10.9,-4.94,7,12,-6.66,False,False
Thux2 HK50,Thux2,HK50,23,48,48,0.6672670939616907,-0.22,-14.8,-12.26,3,12,-25.19,False,False
Fri GER40,Fri,GER40,23,48,48,0.6672670939616907,-0.23,-12.1,-12.47,5,12,-8.12,False,False
Monx3 AUDUSD,Monx3,AUDUSD,23,48,48,0.6672670939616907,-0.25,-13.2,-12.31,11,12,12.57,False,False
Wedx3 AUDJPY,Wedx3,AUDJPY,23,48,48,0.6672670939616907,-0.25,-13.0,-8.99,7,12,-2.76,False,False
WedS XAUUSD,WedS,XAUUSD,23,48,48,0.6672670939616907,-0.26,-12.4,-5.83,3,12,-8.52,False,False
Wedx3 GBPUSD,Wedx3,GBPUSD,23,48,48,0.6672670939616907,-0.27,-12.7,-5.26,4,12,-4.5,False,False
FriSx3 ETHUSD,FriSx3,ETHUSD,23,48,48,0.6672670939616907,-0.27,-26.6,-18.21,5,12,-4.34,False,False
WedSx3 CHFJPY,WedSx3,CHFJPY,23,48,48,0.6672670939616907,-0.28,-13.4,-4.59,6,12,1.35,False,False
Thux2 AUDJPY,Thux2,AUDJPY,23,48,48,0.6672670939616907,-0.29,-14.2,-4.71,4,12,-5.86,False,False
Frix3 FR40,Frix3,FR40,23,48,48,0.6672670939616907,-0.29,-14.9,-7.31,4,12,-3.9,False,False
ThuSx3 CADJPY,ThuSx3,CADJPY,23,48,48,0.6672670939616907,-0.32,-15.3,-5.47,6,12,0.66,False,False
Monx3 JP225,Monx3,JP225,23,48,48,0.6672670939616907,-0.36,-17.6,-7.09,9,12,17.4,False,False
Thux3 AUDCHF,Thux3,AUDCHF,23,48,48,0.6672670939616907,-0.36,-16.6,-6.2,5,12,1.0,False,False
Frix2 EUSTX50,Frix2,EUSTX50,23,48,48,0.6672670939616907,-0.36,-17.2,-6.63,6,12,-3.04,False,False
Monx2 AUDUSD,Monx2,AUDUSD,23,48,48,0.6672670939616907,-0.38,-17.8,-12.38,8,12,11.54,False,False
Wedx3 NATGAS,Wedx3,NATGAS,23,48,48,0.6672670939616907,-0.38,-53.9,-27.87,5,12,-13.82,False,False
WedS GER40,WedS,GER40,23,48,48,0.6672670939616907,-0.45,-20.2,-7.19,8,12,5.8,False,False
TueSx3 BTCUSD,TueSx3,BTCUSD,23,48,48,0.6672670939616907,-0.47,-36.5,-22.42,7,12,65.56,False,False
Frix3 WTI,Frix3,WTI,23,48,48,0.6672670939616907,-0.47,-29.8,-14.52,6,12,15.39,False,False
WedSx2 ETHUSD,WedSx2,ETHUSD,23,48,48,0.6672670939616907,-0.52,-51.2,-38.58,9,12,55.96,False,False
WedSx3 JP225,WedSx3,JP225,23,48,48,0.6672670939616907,-0.57,-27.8,-10.51,3,12,-20.73,False,False
MonSx2 GER40,MonSx2,GER40,23,48,48,0.6672670939616907,-0.58,-26.3,-10.62,5,12,-14.54,False,False
ThuSx2 JP225,ThuSx2,JP225,23,48,48,0.6672670939616907,-0.62,-28.2,-9.69,6,12,-10.39,False,False
TOM NATGAS,TOM,NATGAS,23,48,48,0.6672670939616907,-0.81,-46.5,-26.61,6,11,-2.19,False,False
Tue ETHUSD,Tue,ETHUSD,23,48,48,0.6672670939616907,-0.89,-43.0,-17.55,5,12,-29.08,False,False
FriS WTI,FriS,WTI,23,48,48,0.6672670939616907,-0.89,-39.7,-17.16,7,12,-38.0,False,False
WedSx3 XAGUSD,WedSx3,XAGUSD,23,48,48,0.6672670939616907,-1.04,-45.5,-12.47,5,12,23.98,False,False
Tuex3 NATGAS,Tuex3,NATGAS,23,48,48,0.6672670939616907,-1.52,-72.6,-45.29,8,12,-3.54,False,False
TueSx3 NATGAS,TueSx3,NATGAS,22,48,46,0.7645604931891441,1.81,29.3,-21.81,3,12,-38.82,False,False
Monx3 ETHUSD,Monx3,ETHUSD,22,48,46,0.7645604931891441,1.75,46.5,-27.97,6,12,5.73,False,False
Wed ETHUSD,Wed,ETHUSD,22,48,46,0.7645604931891441,1.31,56.7,-16.32,6,12,8.36,False,False
FriSx2 AUDCAD,FriSx2,AUDCAD,22,48,46,0.7645604931891441,0.22,10.5,-2.05,4,12,-3.87,False,False
WedSx2 GBPJPY,WedSx2,GBPJPY,22,48,46,0.7645604931891441,0.2,9.0,-4.87,8,12,3.34,False,False
ThuS FR40,ThuS,FR40,22,48,46,0.7645604931891441,0.16,6.6,-4.83,7,12,3.75,False,False
ThuS EUSTX50,ThuS,EUSTX50,22,48,46,0.7645604931891441,0.16,6.1,-4.49,7,12,2.09,False,False
MonS USDCAD,MonS,USDCAD,22,48,46,0.7645604931891441,0.12,5.8,-1.43,5,12,0.41,False,False
TueSx2 JP225,TueSx2,JP225,22,48,46,0.7645604931891441,0.12,3.2,-10.74,5,12,-11.23,False,False
WedSx2 EURJPY,WedSx2,EURJPY,22,48,46,0.7645604931891441,0.09,3.6,-3.41,8,12,3.2,False,False
FriS US500,FriS,US500,22,48,46,0.7645604931891441,0.09,3.7,-4.73,4,12,-3.8,False,False
TOM NZDCAD,TOM,NZDCAD,22,48,46,0.7645604931891441,0.09,4.1,-1.87,4,11,-1.19,False,False
Tuex2 NATGAS,Tuex2,NATGAS,22,48,46,0.7645604931891441,0.07,-25.8,-33.59,8,12,2.64,False,False
WedSx2 US30,WedSx2,US30,22,48,46,0.7645604931891441,0.06,1.1,-4.29,6,12,2.78,False,False
Wedx2 AUDUSD,Wedx2,AUDUSD,22,48,46,0.7645604931891441,0.05,1.8,-3.17,5,12,-2.73,False,False
WedS GBPJPY,WedS,GBPJPY,22,48,46,0.7645604931891441,0.05,2.0,-2.37,7,12,-1.68,False,False
MonSx3 NZDCAD,MonSx3,NZDCAD,22,48,46,0.7645604931891441,0.05,1.6,-4.42,6,12,-1.08,False,False
TueSx2 NZDJPY,TueSx2,NZDJPY,22,48,46,0.7645604931891441,0.04,1.0,-5.04,6,12,-2.04,False,False
TueS EURCAD,TueS,EURCAD,22,48,46,0.7645604931891441,0.04,2.0,-1.22,8,12,0.82,False,False
TOMS JP225,TOMS,JP225,22,48,46,0.7645604931891441,0.03,-1.4,-6.12,3,11,-13.0,False,False
MonS UK100,MonS,UK100,22,48,46,0.7645604931891441,0.03,0.9,-2.03,5,12,-0.93,False,False
ThuSx3 GBPCAD,ThuSx3,GBPCAD,22,48,46,0.7645604931891441,0.02,0.6,-2.98,5,12,-2.03,False,False
WedSx3 AUDNZD,WedSx3,AUDNZD,22,48,46,0.7645604931891441,0.02,0.6,-2.49,6,12,0.21,False,False
MonSx2 AUDCAD,MonSx2,AUDCAD,22,48,46,0.7645604931891441,0.02,0.5,-2.23,4,12,-9.0,False,False
Wedx3 AUS200,Wedx3,AUS200,22,48,46,0.7645604931891441,0.02,-1.4,-8.95,8,12,0.08,False,False
Tue UK100,Tue,UK100,22,48,46,0.7645604931891441,0.01,-0.4,-3.41,8,12,0.58,False,False
Thux2 EURGBP,Thux2,EURGBP,22,48,46,0.7645604931891441,0.01,0.0,-1.95,6,12,0.17,False,False
TueSx3 GBPUSD,TueSx3,GBPUSD,22,48,46,0.7645604931891441,-0.0,-0.7,-4.66,6,12,4.19,False,False
Fri GBPJPY,Fri,GBPJPY,22,48,46,0.7645604931891441,0.0,-0.5,-4.31,5,12,0.32,False,False
TueSx3 EURAUD,TueSx3,EURAUD,22,48,46,0.7645604931891441,-0.0,-0.8,-3.81,6,12,4.46,False,False
MonS EURCAD,MonS,EURCAD,22,48,46,0.7645604931891441,-0.0,-0.3,-1.63,5,12,-2.19,False,False
Tuex2 AUDNZD,Tuex2,AUDNZD,22,48,46,0.7645604931891441,-0.0,-0.4,-2.29,8,12,6.55,False,False
Tuex3 GBPAUD,Tuex3,GBPAUD,22,48,46,0.7645604931891441,-0.01,-1.4,-4.42,5,12,-7.95,False,False
TueSx3 AUDNZD,TueSx3,AUDNZD,22,48,46,0.7645604931891441,-0.01,-1.0,-1.67,3,12,-5.34,False,False
MonS AUDCHF,MonS,AUDCHF,22,48,46,0.7645604931891441,-0.01,-0.8,-1.97,3,12,-5.37,False,False
FriSx3 EURCAD,FriSx3,EURCAD,22,48,46,0.7645604931891441,-0.02,-1.3,-2.88,7,12,1.48,False,False
Thux2 GBPAUD,Thux2,GBPAUD,22,48,46,0.7645604931891441,-0.02,-1.3,-5.35,4,12,0.63,False,False
MonS JP225,MonS,JP225,22,48,46,0.7645604931891441,-0.03,-2.4,-4.93,3,12,-11.48,False,False
TOMS EURCAD,TOMS,EURCAD,22,48,46,0.7645604931891441,-0.03,-1.7,-2.91,5,11,1.34,False,False
Tue JP225,Tue,JP225,22,48,46,0.7645604931891441,-0.04,-3.0,-4.05,4,12,-7.49,False,False
TOM AUDCAD,TOM,AUDCAD,22,48,46,0.7645604931891441,-0.04,-2.1,-1.97,8,11,4.02,False,False
Wed AUDJPY,Wed,AUDJPY,22,48,46,0.7645604931891441,-0.05,-2.7,-4.33,6,12,2.26,False,False
ThuSx3 EURAUD,ThuSx3,EURAUD,22,48,46,0.7645604931891441,-0.05,-3.1,-4.22,8,12,3.47,False,False
ThuSx3 GBPAUD,ThuSx3,GBPAUD,22,48,46,0.7645604931891441,-0.05,-2.9,-3.04,8,12,0.88,False,False
Thu GBPCAD,Thu,GBPCAD,22,48,46,0.7645604931891441,-0.05,-2.5,-1.6,3,12,-1.74,False,False
Tue GBPCHF,Tue,GBPCHF,22,48,46,0.7645604931891441,-0.05,-2.6,-1.76,5,12,-3.16,False,False
Thu US30,Thu,US30,22,48,46,0.7645604931891441,-0.05,-3.2,-4.33,7,12,-4.8,False,False
