cell,family,symbol,h0,span,known,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
Mon NZDUSD 00-04UTC,Mon,NZDUSD,0,4,False,18,47,38,0.9605296531592558,-0.1,-4.7,-1.08,6,11,1.16,False,False
MonS EURJPY 12-16UTC,MonS,EURJPY,12,4,False,18,47,38,0.9605296531592558,-0.11,-5.1,-1.8,7,11,-0.12,False,False
Wed GER40 04-08UTC,Wed,GER40,4,4,False,18,48,38,0.9702683123731148,-0.11,-5.1,-2.36,6,11,-0.59,False,False
Thu AUDUSD 16-20UTC,Thu,AUDUSD,16,4,False,18,48,38,0.9702683123731148,-0.12,-5.5,-1.42,2,11,-2.35,False,False
Mon US500 00-08UTC,Mon,US500,0,8,False,18,47,38,0.9605296531592558,-0.12,-5.6,-1.32,6,11,1.63,False,False
Mon GBPUSD 12-16UTC,Mon,GBPUSD,12,4,False,18,47,38,0.9605296531592558,-0.13,-6.1,-1.29,7,11,1.34,False,False
Fri USDCHF 00-08UTC,Fri,USDCHF,0,8,False,18,47,38,0.9605296531592558,-0.13,-5.9,-1.12,4,11,-0.73,False,False
Fri AUDJPY 16-20UTC,Fri,AUDJPY,16,4,False,18,47,38,0.9605296531592558,-0.14,-6.3,-1.36,5,11,-0.52,False,False
Wed GBPJPY 08-12UTC,Wed,GBPJPY,8,4,False,18,48,38,0.9702683123731148,-0.14,-6.4,-1.91,9,11,2.09,False,False
Fri NZDUSD 12-16UTC,Fri,NZDUSD,12,4,False,18,47,38,0.9605296531592558,-0.14,-6.7,-2.36,6,11,-0.5,False,False
Tue USDCHF 16-00UTC,Tue,USDCHF,16,8,False,18,48,38,0.9702683123731148,-0.14,-6.8,-0.93,4,11,-2.45,False,False
Tue AUDUSD 04-08UTC,Tue,AUDUSD,4,4,False,18,48,38,0.9702683123731148,-0.18,-8.5,-1.66,4,11,-1.93,False,False
Thu NZDUSD 08-16UTC,Thu,NZDUSD,8,8,False,18,48,38,0.9702683123731148,-0.19,-8.9,-2.87,4,11,-3.59,False,False
Thu NZDUSD 08-12UTC,Thu,NZDUSD,8,4,False,18,48,38,0.9702683123731148,-0.2,-9.3,-1.69,1,11,-2.99,False,False
Fri AUDJPY 08-12UTC,Fri,AUDJPY,8,4,False,18,47,38,0.9605296531592558,-0.21,-9.3,-2.49,5,11,0.38,False,False
Fri AUDJPY 12-16UTC,Fri,AUDJPY,12,4,False,18,47,38,0.9605296531592558,-0.21,-9.5,-2.29,5,11,-2.19,False,False
Thu AUDUSD 08-12UTC,Thu,AUDUSD,8,4,False,18,48,38,0.9702683123731148,-0.22,-9.9,-1.6,1,11,-3.07,False,False
Thu AUDUSD 08-16UTC,Thu,AUDUSD,8,8,False,18,48,38,0.9702683123731148,-0.24,-11.0,-2.98,5,11,-3.97,False,False
Fri US500 08-12UTC,Fri,US500,8,4,False,18,47,38,0.9605296531592558,-0.25,-11.4,-2.81,5,11,-1.23,False,False
MonS AUDJPY 08-16UTC,MonS,AUDJPY,8,8,False,18,47,38,0.9605296531592558,-0.26,-11.5,-2.11,3,11,-2.28,False,False
Thu AUDJPY 08-12UTC,Thu,AUDJPY,8,4,False,18,48,38,0.9702683123731148,-0.26,-11.9,-2.46,3,11,-4.26,False,False
MonS GBPJPY 08-16UTC,MonS,GBPJPY,8,8,False,18,47,38,0.9605296531592558,-0.3,-13.1,-2.12,2,11,-4.38,False,False
FriS US500 12-16UTC,FriS,US500,12,4,False,17,47,36,0.9800069715869739,0.09,3.9,-2.13,7,11,1.17,False,False
Fri USDCHF 08-12UTC,Fri,USDCHF,8,4,False,17,47,36,0.9800069715869739,-0.06,-2.9,-1.36,5,11,-0.89,False,False
Fri EURUSD 00-04UTC,Fri,EURUSD,0,4,False,17,47,36,0.9800069715869739,-0.07,-3.1,-0.62,2,11,-1.28,False,False
Mon AUDUSD 16-00UTC,Mon,AUDUSD,16,8,False,17,47,36,0.9800069715869739,-0.11,-5.0,-0.99,5,11,-0.04,False,False
Mon USDCHF 00-04UTC,Mon,USDCHF,0,4,False,17,47,36,0.9800069715869739,-0.11,-5.2,-0.8,1,11,-3.28,False,False
Fri EURUSD 00-08UTC,Fri,EURUSD,0,8,False,17,47,36,0.9800069715869739,-0.12,-5.7,-1.34,4,11,-1.53,False,False
Fri EURUSD 04-08UTC,Fri,EURUSD,4,4,False,17,47,36,0.9800069715869739,-0.14,-6.3,-0.92,3,11,-1.05,False,False
Fri NZDUSD 00-04UTC,Fri,NZDUSD,0,4,False,17,47,36,0.9800069715869739,-0.14,-6.5,-1.19,4,11,-1.74,False,False
Mon AUDUSD 16-20UTC,Mon,AUDUSD,16,4,False,17,47,36,0.9800069715869739,-0.15,-6.8,-1.3,6,11,0.66,False,False
Mon GBPJPY 00-04UTC,Mon,GBPJPY,0,4,False,17,47,36,0.9800069715869739,-0.18,-8.2,-2.43,5,11,-0.79,False,False
Mon US500 00-04UTC,Mon,US500,0,4,False,17,47,36,0.9800069715869739,-0.19,-8.7,-0.99,5,11,-0.78,False,False
Mon GER40 00-04UTC,Mon,GER40,0,4,False,17,47,36,0.9800069715869739,-0.22,-10.1,-2.0,5,11,-2.08,False,False
MonS EURJPY 08-16UTC,MonS,EURJPY,8,8,False,17,47,36,0.9800069715869739,-0.26,-11.5,-1.81,4,11,-0.08,False,False
Fri NZDUSD 08-12UTC,Fri,NZDUSD,8,4,False,17,47,36,0.9800069715869739,-0.26,-11.4,-1.45,4,11,-1.66,False,False
Fri AUDJPY 08-16UTC,Fri,AUDJPY,8,8,False,17,47,36,0.9800069715869739,-0.32,-14.3,-2.85,5,11,-0.95,False,False
Fri AUDUSD 08-16UTC,Fri,AUDUSD,8,8,False,17,47,36,0.9800069715869739,-0.36,-15.9,-2.57,6,11,-0.33,False,False
Thu EURUSD 20-00UTC,Thu,EURUSD,20,4,False,17,48,35,0.9853475266397353,-0.02,-0.8,-0.36,3,11,-0.3,False,False
Tue EURUSD 00-08UTC,Tue,EURUSD,0,8,False,17,48,35,0.9853475266397353,-0.04,-1.7,-0.75,3,11,-1.9,False,False
Wed GBPUSD 20-00UTC,Wed,GBPUSD,20,4,False,17,48,35,0.9853475266397353,-0.05,-2.2,-0.82,3,11,-0.83,False,False
Wed AUDUSD 04-08UTC,Wed,AUDUSD,4,4,False,17,48,35,0.9853475266397353,-0.06,-2.9,-1.59,3,11,0.05,False,False
Wed EURUSD 04-08UTC,Wed,EURUSD,4,4,False,17,48,35,0.9853475266397353,-0.07,-3.3,-0.63,3,11,-1.0,False,False
Wed USDJPY 12-16UTC,Wed,USDJPY,12,4,False,17,48,35,0.9853475266397353,-0.09,-4.3,-1.82,7,11,0.96,False,False
Thu EURUSD 04-08UTC,Thu,EURUSD,4,4,False,17,48,35,0.9853475266397353,-0.1,-4.8,-1.14,5,11,-0.81,False,False
Thu GER40 20-00UTC,Thu,GER40,20,4,False,17,48,35,0.9853475266397353,-0.12,-5.8,-1.01,5,11,0.08,False,False
Tue NZDUSD 20-00UTC,Tue,NZDUSD,20,4,False,17,48,35,0.9853475266397353,-0.12,-5.7,-0.95,3,11,-0.49,False,False
Thu EURJPY 00-08UTC,Thu,EURJPY,0,8,False,17,48,35,0.9853475266397353,-0.13,-6.4,-2.52,8,11,1.51,False,False
Wed EURUSD 08-12UTC,Wed,EURUSD,8,4,False,17,48,35,0.9853475266397353,-0.13,-6.0,-1.11,3,11,-2.12,False,False
Thu GER40 16-00UTC,Thu,GER40,16,8,False,17,48,35,0.9853475266397353,-0.13,-6.3,-1.9,4,11,-2.58,False,False
Thu USDJPY 00-04UTC,Thu,USDJPY,0,4,False,17,48,35,0.9853475266397353,-0.16,-7.5,-1.75,6,11,0.2,False,False
Tue NZDUSD 00-04UTC,Tue,NZDUSD,0,4,False,17,48,35,0.9853475266397353,-0.17,-7.8,-1.36,3,11,-3.18,False,False
Tue NZDUSD 00-08UTC,Tue,NZDUSD,0,8,False,17,48,35,0.9853475266397353,-0.17,-7.8,-1.38,4,11,-4.27,False,False
Thu EURUSD 08-16UTC,Thu,EURUSD,8,8,False,17,48,35,0.9853475266397353,-0.2,-9.3,-2.37,3,11,-2.0,False,False
Thu USDCHF 16-00UTC,Thu,USDCHF,16,8,False,17,48,35,0.9853475266397353,-0.21,-9.7,-1.65,4,11,-2.06,False,False
Wed NZDUSD 08-12UTC,Wed,NZDUSD,8,4,False,17,48,35,0.9853475266397353,-0.24,-11.0,-1.26,2,11,-2.56,False,False
Wed NZDUSD 00-04UTC,Wed,NZDUSD,0,4,False,17,48,35,0.9853475266397353,-0.25,-11.2,-1.64,4,11,-0.7,False,False
Wed USDCHF 08-16UTC,Wed,USDCHF,8,8,False,17,48,35,0.9853475266397353,-0.27,-12.1,-1.9,8,11,2.63,False,False
Wed USDJPY 16-00UTC,Wed,USDJPY,16,8,False,17,48,35,0.9853475266397353,-0.28,-12.6,-2.35,7,11,0.91,False,False
Tue US500 12-16UTC,Tue,US500,12,4,False,17,48,35,0.9853475266397353,-0.32,-14.8,-5.82,5,11,-3.26,False,False
Mon US500 04-08UTC,Mon,US500,4,4,True,16,47,34,0.9906880816924968,-0.05,-2.6,-1.76,6,11,0.97,False,False
Mon EURUSD 04-08UTC,Mon,EURUSD,4,4,True,16,47,34,0.9906880816924968,-0.08,-3.6,-1.06,7,11,-0.21,False,False
Fri US500 04-08UTC,Fri,US500,4,4,False,16,47,34,0.9906880816924968,-0.11,-5.1,-1.47,3,11,-3.04,False,False
Mon USDCHF 16-00UTC,Mon,USDCHF,16,8,False,16,47,34,0.9906880816924968,-0.11,-5.0,-0.68,4,11,-1.54,False,False
Mon EURUSD 12-16UTC,Mon,EURUSD,12,4,False,16,47,34,0.9906880816924968,-0.12,-5.8,-1.08,6,11,-0.47,False,False
Thu NZDUSD 16-20UTC,Thu,NZDUSD,16,4,False,16,47,34,0.9906880816924968,-0.14,-6.6,-1.28,2,11,-2.7,False,False
Mon NZDUSD 12-16UTC,Mon,NZDUSD,12,4,False,16,47,34,0.9906880816924968,-0.26,-11.6,-1.88,5,11,-0.73,False,False
Thu GBPUSD 20-00UTC,Thu,GBPUSD,20,4,False,16,48,33,0.9933583592188775,-0.04,-1.8,-0.5,4,11,-0.56,False,False
Tue GBPUSD 00-04UTC,Tue,GBPUSD,0,4,False,16,48,33,0.9933583592188775,-0.06,-2.7,-0.48,4,11,-1.09,False,False
Thu USDJPY 20-00UTC,Thu,USDJPY,20,4,False,16,48,33,0.9933583592188775,-0.09,-4.3,-0.61,7,11,-0.57,False,False
Thu AUDJPY 20-00UTC,Thu,AUDJPY,20,4,False,16,48,33,0.9933583592188775,-0.13,-6.1,-0.95,5,11,-0.98,False,False
Thu USDJPY 00-08UTC,Thu,USDJPY,0,8,False,16,48,33,0.9933583592188775,-0.14,-6.4,-2.2,7,11,2.06,False,False
Tue GER40 00-04UTC,Tue,GER40,0,4,False,16,48,33,0.9933583592188775,-0.18,-8.2,-1.17,2,11,-6.03,False,False
Tue US500 00-08UTC,Tue,US500,0,8,False,16,48,33,0.9933583592188775,-0.18,-8.4,-1.66,3,11,-5.94,False,False
Tue NZDUSD 08-12UTC,Tue,NZDUSD,8,4,False,16,48,33,0.9933583592188775,-0.21,-9.5,-2.17,2,11,-1.55,False,False
Thu EURJPY 08-12UTC,Thu,EURJPY,8,4,False,16,48,33,0.9933583592188775,-0.23,-10.5,-2.4,4,11,-3.35,False,False
Wed AUDJPY 16-00UTC,Wed,AUDJPY,16,8,False,16,48,33,0.9933583592188775,-0.27,-12.2,-2.01,3,11,-1.73,False,False
Tue EURUSD 08-16UTC,Tue,EURUSD,8,8,False,16,48,33,0.9933583592188775,-0.28,-12.6,-2.93,7,11,0.63,False,False
Mon NZDUSD 16-00UTC,Mon,NZDUSD,16,8,False,15,47,32,0.9960286367452582,-0.08,-3.7,-0.91,3,11,-0.76,False,False
Mon USDJPY 20-00UTC,Mon,USDJPY,20,4,False,15,47,32,0.9960286367452582,-0.09,-4.3,-0.7,6,11,0.11,False,False
Mon NZDUSD 20-00UTC,Mon,NZDUSD,20,4,False,15,47,32,0.9960286367452582,-0.1,-4.7,-0.66,2,11,-2.05,False,False
Fri AUDUSD 16-20UTC,Fri,AUDUSD,16,4,False,15,47,32,0.9960286367452582,-0.19,-8.4,-1.19,2,11,-2.07,False,False
Fri NZDUSD 00-08UTC,Fri,NZDUSD,0,8,False,15,47,32,0.9960286367452582,-0.22,-9.8,-1.94,2,11,-3.46,False,False
Fri AUDUSD 08-12UTC,Fri,AUDUSD,8,4,False,15,47,32,0.9960286367452582,-0.32,-14.0,-1.7,4,11,-1.11,False,False
Tue US500 04-08UTC,Tue,US500,4,4,False,15,48,31,0.9972423992572494,-0.09,-4.2,-1.18,3,11,-4.01,False,False
Wed EURUSD 00-08UTC,Wed,EURUSD,0,8,False,15,48,31,0.9972423992572494,-0.1,-4.9,-2.23,3,11,-1.27,False,False
Tue USDCHF 00-04UTC,Tue,USDCHF,0,4,False,15,48,31,0.9972423992572494,-0.1,-4.6,-0.46,3,11,-0.92,False,False
Wed GER40 00-04UTC,Wed,GER40,0,4,False,15,48,31,0.9972423992572494,-0.13,-6.2,-1.49,4,11,-0.69,False,False
Thu USDCHF 16-20UTC,Thu,USDCHF,16,4,False,15,48,31,0.9972423992572494,-0.14,-6.5,-1.15,5,11,-1.08,False,False
Tue AUDUSD 00-04UTC,Tue,AUDUSD,0,4,False,15,48,31,0.9972423992572494,-0.15,-7.1,-1.33,3,11,-3.48,False,False
Thu EURUSD 08-12UTC,Thu,EURUSD,8,4,False,15,48,31,0.9972423992572494,-0.17,-7.9,-1.61,3,11,-1.96,False,False
Wed AUDJPY 08-12UTC,Wed,AUDJPY,8,4,False,15,48,31,0.9972423992572494,-0.18,-8.2,-1.8,5,11,-0.09,False,False
Wed AUDUSD 08-12UTC,Wed,AUDUSD,8,4,False,15,48,31,0.9972423992572494,-0.2,-9.2,-1.06,1,11,-2.77,False,False
Wed USDCHF 16-00UTC,Wed,USDCHF,16,8,False,15,48,31,0.9972423992572494,-0.2,-9.4,-1.28,5,11,0.02,False,False
Tue AUDUSD 00-08UTC,Tue,AUDUSD,0,8,False,15,48,31,0.9972423992572494,-0.21,-9.6,-1.65,4,11,-4.01,False,False
Tue AUDUSD 08-12UTC,Tue,AUDUSD,8,4,False,15,48,31,0.9972423992572494,-0.23,-10.6,-2.5,5,11,-0.92,False,False
Thu EURJPY 08-16UTC,Thu,EURJPY,8,8,False,15,48,31,0.9972423992572494,-0.26,-12.1,-2.37,3,11,-4.31,False,False
Wed USDCHF 12-16UTC,Wed,USDCHF,12,4,False,15,48,31,0.9972423992572494,-0.31,-13.8,-1.69,6,11,0.34,False,False
Mon AUDJPY 20-00UTC,Mon,AUDJPY,20,4,False,14,47,30,0.9984561617692407,-0.09,-4.0,-0.95,4,11,-0.9,False,False
MonS USDJPY 12-16UTC,MonS,USDJPY,12,4,False,14,47,30,0.9984561617692407,-0.15,-6.9,-1.61,5,11,0.3,False,False
Fri AUDUSD 04-08UTC,Fri,AUDUSD,4,4,False,14,47,30,0.9984561617692407,-0.18,-8.1,-1.41,3,11,-2.78,False,False
Fri GBPUSD 04-08UTC,Fri,GBPUSD,4,4,False,14,47,30,0.9984561617692407,-0.18,-8.0,-1.04,4,11,-1.61,False,False
Wed EURUSD 00-04UTC,Wed,EURUSD,0,4,False,14,48,29,0.9989559463330018,-0.11,-5.2,-2.01,4,11,-1.08,False,False
Tue USDCHF 16-20UTC,Tue,USDCHF,16,4,False,14,48,29,0.9989559463330018,-0.13,-6.0,-0.96,5,11,-1.11,False,False
Thu NZDUSD 04-08UTC,Thu,NZDUSD,4,4,False,14,48,29,0.9989559463330018,-0.16,-7.3,-1.06,3,11,-2.41,False,False
Wed NZDUSD 20-00UTC,Wed,NZDUSD,20,4,False,14,48,29,0.9989559463330018,-0.21,-9.4,-0.95,2,11,-2.66,False,False
Fri USDCHF 00-04UTC,Fri,USDCHF,0,4,False,13,47,28,0.9994557308967629,-0.14,-6.2,-0.93,5,11,-0.53,False,False
Fri NZDUSD 16-20UTC,Fri,NZDUSD,16,4,False,13,47,28,0.9994557308967629,-0.21,-9.6,-1.44,2,11,-2.53,False,False
Tue GBPUSD 20-00UTC,Tue,GBPUSD,20,4,False,13,48,27,0.9996413651633027,-0.06,-2.7,-0.46,5,11,0.36,False,False
Tue EURUSD 00-04UTC,Tue,EURUSD,0,4,False,13,48,27,0.9996413651633027,-0.09,-4.3,-0.53,2,11,-1.37,False,False
Thu AUDUSD 20-00UTC,Thu,AUDUSD,20,4,False,13,48,27,0.9996413651633027,-0.14,-6.4,-0.67,4,11,-1.46,False,False
Tue EURUSD 12-16UTC,Tue,EURUSD,12,4,False,13,48,27,0.9996413651633027,-0.18,-8.5,-2.15,9,11,0.78,False,False
Tue US500 00-04UTC,Tue,US500,0,4,False,13,48,27,0.9996413651633027,-0.22,-10.1,-1.54,2,11,-3.42,False,False
Fri EURUSD 16-20UTC,Fri,EURUSD,16,4,False,12,47,26,0.9998269994298425,-0.12,-5.7,-0.94,3,11,-1.73,False,False
Fri NZDUSD 04-08UTC,Fri,NZDUSD,4,4,False,12,47,26,0.9998269994298425,-0.22,-9.7,-1.49,2,11,-3.33,False,False
Thu NZDUSD 20-00UTC,Thu,NZDUSD,20,4,False,12,48,25,0.9998888775186892,-0.17,-7.8,-0.65,4,11,-1.7,False,False
Wed EURJPY 20-00UTC,Wed,EURJPY,20,4,False,12,48,25,0.9998888775186892,-0.25,-11.5,-1.44,2,11,-1.47,False,False
Wed GBPJPY 20-00UTC,Wed,GBPJPY,20,4,False,12,48,25,0.9998888775186892,-0.28,-12.8,-1.49,0,11,-2.2,False,False
Mon AUDUSD 20-00UTC,Mon,AUDUSD,20,4,False,11,47,23,0.9999507556075358,-0.09,-4.1,-0.62,1,11,-2.07,False,False
Tue USDCHF 20-00UTC,Tue,USDCHF,20,4,False,11,48,23,0.9999691517961118,-0.11,-5.1,-0.42,3,11,-2.54,False,False
Wed GBPUSD 00-04UTC,Wed,GBPUSD,0,4,False,11,48,23,0.9999691517961118,-0.12,-5.6,-1.3,4,11,-0.45,False,False
Thu USDCHF 00-04UTC,Thu,USDCHF,0,4,False,11,48,23,0.9999691517961118,-0.14,-6.4,-0.79,5,11,-0.56,False,False
Fri GBPUSD 00-08UTC,Fri,GBPUSD,0,8,False,11,47,23,0.9999507556075358,-0.19,-8.5,-1.49,3,11,-2.09,False,False
Wed USDJPY 20-00UTC,Wed,USDJPY,20,4,False,11,48,23,0.9999691517961118,-0.32,-14.3,-2.05,2,11,-2.22,False,False
Wed AUDJPY 20-00UTC,Wed,AUDJPY,20,4,False,10,48,21,0.9999923890869447,-0.36,-15.9,-2.59,1,11,-2.69,False,False
Wed USDCHF 20-00UTC,Wed,USDCHF,20,4,False,9,48,19,0.9999983473666454,-0.2,-9.1,-0.86,2,11,-2.52,False,False
Thu USDCHF 20-00UTC,Thu,USDCHF,20,4,False,8,48,17,0.9999996879795781,-0.17,-7.8,-0.64,2,11,-2.1,False,False
Mon USDCHF 20-00UTC,Mon,USDCHF,20,4,False,7,47,15,0.9999999114150668,-0.13,-5.9,-0.45,4,11,-0.53,False,False
