family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
指数ブレイク vs Hold(改良系),NAS100,ドンチャン N=24 L exit=fixed24h,21,31,0.677,7.4,363,0.035377772990614176,9,13,11.15,42,0.476,False
指数ブレイク vs Hold(改良系),GER40,ドンチャン N=120 L exit=trail2ATR,24,39,0.615,11.95,127,0.09979543345980346,12,19,8.52,64,0.531,False
