family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
Mon7 英国夏時間のみ,Mon7,3月最終日曜〜10月最終日曜,17,24,0.708,11.9,96,0.03195732831954956,8,13,5.7,46,0.587,False
Mon4 ロンドン 05/07/09/11 固定(改良系),Mon4,夏 UTC 4/6/8/10・冬 UTC 5/7/9/11,25,39,0.641,9.68,169,0.054064510703028645,12,20,4.92,69,0.522,False
Mon4 ロンドン 04/06/08/10 固定(改良系),Mon4,夏 UTC 3/5/7/9・冬 UTC 4/6/8/10,25,39,0.641,9.96,169,0.054064510703028645,13,20,6.55,69,0.522,False
Mon2 ロンドン 04/06/08/10 固定(改良系),Mon2,夏 UTC 3/5/7/9・冬 UTC 4/6/8/10,25,39,0.641,10.66,169,0.054064510703028645,14,20,10.13,69,0.478,False
Mon2 ロンドン 05/07/09/11 固定(改良系),Mon2,夏 UTC 4/6/8/10・冬 UTC 5/7/9/11,24,39,0.615,10.25,169,0.09979543345980346,14,20,7.81,69,0.507,False
Mon7 英国冬時間のみ,Mon7,それ以外,13,20,0.65,7.69,74,0.13158798217773438,7,9,4.86,33,0.485,False
