family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
フィックス前後,AUDUSD,c) WMR 逆張り 月末営業日のみ,4,12,0.333,-3.01,12,0.927001953125,9,20,-0.62,0,,False
フィックス前後,AUDUSD,a) WMR 直前15分 逆張り 15分,0,12,0.0,-2.67,257,1.0,2,20,-2.26,0,,False
フィックス前後,AUDUSD,b) NYカット 直前30分 逆張り 30分,0,12,0.0,-3.31,259,1.0,2,20,-2.96,0,,False
