family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
暗号資産格子,BTCUSD,Mon 00-08UTC,18,39,0.462,-10.69,168,0.7388013097515795,10,20,5.49,45,0.467,False
暗号資産格子,BTCUSD,Mon 12-16UTC,18,39,0.462,7.63,168,0.7388013097515795,14,20,-1.59,45,0.511,False
暗号資産格子,BTCUSD,MonS 00-08UTC,18,39,0.462,-9.31,168,0.7388013097515795,6,20,-25.49,45,0.444,False
暗号資産格子,BTCUSD,Tue 08-12UTC,18,39,0.462,-5.98,170,0.7388013097515795,11,20,-4.31,45,0.378,False
暗号資産格子,BTCUSD,Mon 16-20UTC,18,39,0.462,-11.05,168,0.7388013097515795,8,20,-11.46,45,0.444,False
暗号資産格子,BTCUSD,ThuS 20-00UTC,18,39,0.462,-3.0,169,0.7388013097515795,4,20,-26.4,45,0.556,False
暗号資産格子,BTCUSD,Sun 20-00UTC,18,39,0.462,-3.4,168,0.7388013097515795,7,20,-10.22,13,0.769,False
暗号資産格子,BTCUSD,FriS 08-16UTC,18,39,0.462,-11.39,170,0.7388013097515795,7,20,-13.56,45,0.356,False
暗号資産格子,BTCUSD,Fri 16-00UTC,18,39,0.462,-10.37,169,0.7388013097515795,9,20,-14.98,13,0.615,False
暗号資産格子,BTCUSD,ThuS 16-20UTC,18,39,0.462,-0.82,169,0.7388013097515795,14,20,18.86,45,0.378,False
暗号資産格子,BTCUSD,WedS 16-00UTC,18,39,0.462,-11.77,169,0.7388013097515795,8,20,-23.5,45,0.422,False
暗号資産格子,ETHUSD,MonS 12-16UTC,18,39,0.462,-24.49,168,0.7388013097515795,5,20,-20.45,45,0.489,False
暗号資産格子,ETHUSD,Mon 00-08UTC,18,39,0.462,-23.17,168,0.7388013097515795,8,20,-19.34,45,0.467,False
暗号資産格子,ETHUSD,Wed 16-20UTC,18,39,0.462,-7.33,169,0.7388013097515795,11,20,15.1,45,0.444,False
暗号資産格子,ETHUSD,Wed 00-08UTC,18,39,0.462,-8.42,169,0.7388013097515795,14,20,17.66,45,0.533,False
暗号資産格子,ETHUSD,WedS 12-16UTC,18,39,0.462,-7.35,169,0.7388013097515795,9,20,-10.95,45,0.422,False
