family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
水曜スワップ,GBPAUD,Wed 16-20UTC all sign=-carry,14,37,0.378,-3.84,156,0.9505641252035275,6,12,3.51,46,0.413,False
水曜スワップ,AUDUSD,Wed 16-20UTC gate1 sign=-carry,8,23,0.348,-5.46,96,0.95343017578125,0,0,,23,0.348,False
水曜スワップ,GBPUSD,Wed 20-00UTC all sign=-carry,13,35,0.371,-2.02,142,0.9552344605326653,5,9,-0.35,62,0.339,False
水曜スワップ,NZDJPY,Wed 16-20UTC gate1 sign=-carry,13,35,0.371,-2.0,148,0.9552344605326653,4,12,-9.06,49,0.224,False
水曜スワップ,CADJPY,Wed 16-20UTC gate1 sign=-carry,12,33,0.364,-2.68,141,0.9599283437710255,3,12,-10.77,31,0.129,False
水曜スワップ,CHFJPY,Wed 16-20UTC all sign=-carry,14,39,0.359,-2.97,168,0.9733740429510362,3,11,-2.21,68,0.353,False
水曜スワップ,GBPJPY,Wed 16-20UTC gate1 sign=-carry,11,32,0.344,-4.76,137,0.9749487701337785,9,20,-4.8,0,,False
水曜スワップ,GBPJPY,Tue 20-00UTC gate1 sign=-carry,11,32,0.344,-0.67,138,0.9749487701337785,5,20,-3.87,0,,False
水曜スワップ,USDJPY,Wed 16-20UTC gate1 sign=-carry,11,32,0.344,-2.98,137,0.9749487701337785,4,20,-7.77,37,0.351,False
水曜スワップ,AUDJPY,Wed 16-20UTC gate1 sign=-carry,10,30,0.333,-2.93,129,0.9786130273714662,5,20,-9.15,41,0.171,False
水曜スワップ,AUDJPY,Tue 20-00UTC gate1 sign=-carry,10,30,0.333,-2.93,129,0.9786130273714662,1,20,-8.66,42,0.357,False
水曜スワップ,EURJPY,Tue 20-00UTC gate1 sign=-carry,8,26,0.308,-1.88,112,0.9855203628540039,3,20,-4.06,0,,False
水曜スワップ,GBPJPY,Wed 16-20UTC all sign=-carry,13,39,0.333,-4.89,168,0.9881486487647635,9,20,-4.8,62,0.371,False
水曜スワップ,USDCHF,Wed 20-00UTC gate1 sign=-carry,13,39,0.333,-1.21,168,0.9881486487647635,12,20,0.02,69,0.348,False
水曜スワップ,USDCHF,Wed 20-00UTC all sign=-carry,13,39,0.333,-1.21,168,0.9881486487647635,12,20,0.02,69,0.348,False
水曜スワップ,USDJPY,Wed 16-20UTC all sign=-carry,13,39,0.333,-2.07,168,0.9881486487647635,4,20,-7.77,68,0.368,False
水曜スワップ,AUDUSD,Tue 20-00UTC gate1 sign=-carry,7,24,0.292,-2.98,98,0.9886720776557922,0,0,,23,0.174,False
水曜スワップ,EURJPY,Wed 16-20UTC gate1 sign=-carry,7,26,0.269,-5.83,112,0.9953223466873169,6,20,-2.49,0,,False
水曜スワップ,NZDJPY,Tue 20-00UTC gate1 sign=-carry,10,34,0.294,-4.82,148,0.9954794072546065,0,12,-9.13,49,0.347,False
水曜スワップ,NZDUSD,Wed 16-20UTC all sign=-carry,7,27,0.259,-9.53,103,0.9970376938581467,8,20,-5.09,47,0.298,False
水曜スワップ,EURJPY,Wed 16-20UTC all sign=-carry,11,39,0.282,-4.96,168,0.9983110760440468,6,20,-2.49,67,0.507,False
水曜スワップ,EURGBP,Wed 16-20UTC gate1 sign=-carry,9,35,0.257,-3.53,149,0.9990608872612938,1,12,-7.99,20,0.2,False
水曜スワップ,EURGBP,Wed 16-20UTC all sign=-carry,10,39,0.256,-3.27,168,0.9994674901827239,1,12,-7.99,62,0.355,False
水曜スワップ,CHFJPY,Wed 16-20UTC gate1 sign=-carry,4,22,0.182,-5.98,93,0.9995722770690918,0,0,,0,,False
水曜スワップ,EURUSD,Tue 20-00UTC gate1 sign=-carry,8,34,0.235,-2.04,145,0.9995893023442477,5,20,-1.31,40,0.375,False
水曜スワップ,USDCHF,Tue 20-00UTC gate1 sign=-carry,9,39,0.231,-2.56,169,0.9998529615622829,5,20,-2.83,69,0.217,False
水曜スワップ,AUDUSD,Wed 20-00UTC all sign=-carry,9,39,0.231,-4.9,168,0.9998529615622829,5,20,-4.36,56,0.196,False
水曜スワップ,EURGBP,Wed 20-00UTC gate1 sign=-carry,6,35,0.171,-2.57,149,0.9999888192396611,0,12,-2.96,20,0.25,False
水曜スワップ,EURGBP,Wed 20-00UTC all sign=-carry,7,39,0.179,-2.62,168,0.9999928503693809,0,12,-2.96,62,0.242,False
水曜スワップ,EURGBP,Tue 20-00UTC gate1 sign=-carry,2,35,0.057,-3.24,151,0.9999999989522621,1,12,-3.57,20,0.2,False
水曜スワップ,NZDUSD,Tue 20-00UTC gate1 sign=-carry,0,3,0.0,-8.18,6,1.0,3,17,-3.21,19,0.158,False
水曜スワップ,NZDUSD,Wed 16-20UTC gate1 sign=-carry,0,3,0.0,-39.84,8,1.0,7,17,-5.82,19,0.211,False
