family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
中銀前ドリフト,US500,FOMC 発表前 24h LONG,21,26,0.808,41.77,26,0.0012469589710235596,5,13,-13.96,45,0.467,False
中銀前ドリフト,US30,FOMC 発表前 24h LONG,20,26,0.769,25.31,26,0.0046776533126831055,7,13,-12.16,29,0.586,False
中銀前ドリフト,NAS100,FOMC 発表前 24h LONG,16,21,0.762,70.45,21,0.013301849365234375,6,10,4.21,27,0.481,False
中銀前ドリフト,EUSTX50,ECB 発表前 24h LONG,16,26,0.615,14.39,26,0.16346979141235352,5,13,-33.85,30,0.633,False
中銀前ドリフト,UK100,BOE 発表前 24h LONG,13,25,0.52,-5.7,25,0.5,6,13,-25.08,30,0.367,False
中銀前ドリフト,GER40,ECB 発表前 24h LONG,13,26,0.5,2.24,26,0.577490508556366,6,13,-28.31,46,0.63,False
中銀前ドリフト,JP225,BOJ 発表前 24h LONG,13,26,0.5,2.91,26,0.577490508556366,9,13,50.2,28,0.571,False
中銀前ドリフト,AUS200,RBA 発表前 24h LONG,12,31,0.387,-5.87,33,0.9251936078071594,7,13,2.17,35,0.543,False
