legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Hold JP225 + Roll CADJPY + Roll EURJPY,0.02 / 0.45 / 0.53,0.81,True,1.9,9.4,-0.5,-0.3,-0.27,40/59,1.79,2022:-0.1 2023:+3.7 2024:+2.6 2025:+2.5 2026:+0.5,3.8
Hold JP225 + Roll CADJPY + Roll GBPJPY,0.02 / 0.47 / 0.50,0.86,True,2.2,11.4,-0.6,-0.4,-0.38,41/59,2.03,2022:+0.2 2023:+4.1 2024:+3.0 2025:+2.9 2026:+0.9,3.67
Hold JP225 + Roll CADJPY + Roll USDJPY,0.02 / 0.54 / 0.44,0.85,True,2.2,11.5,-1.2,-0.6,-0.51,40/59,1.81,2022:-0.3 2023:+4.5 2024:+2.9 2025:+3.4 2026:+0.7,1.83
Hold JP225 + Roll CADJPY + TSMOM XAUUSD,0.04 / 0.90 / 0.05,0.09,True,2.7,13.9,-1.6,-1.2,-0.62,40/58,1.55,2022:-0.7 2023:+3.8 2024:+4.2 2025:+5.0 2026:+1.3,1.69
Hold JP225 + Roll CADJPY + v4 AUDUSD,0.03 / 0.77 / 0.20,0.08,True,2.3,11.9,-1.7,-0.7,-0.53,39/58,1.59,2022:-0.3 2023:+5.5 2024:+2.0 2025:+3.0 2026:+1.0,1.35
Hold JP225 + Roll EURJPY + Roll GBPJPY,0.02 / 0.51 / 0.47,0.88,True,2.2,11.2,-0.5,-0.2,-0.28,43/59,2.14,2022:+0.3 2023:+3.8 2024:+2.9 2025:+2.9 2026:+0.9,4.4
Hold JP225 + Roll EURJPY + Roll USDJPY,0.02 / 0.57 / 0.40,0.81,True,2.2,11.3,-0.7,-0.4,-0.28,40/59,1.95,2022:-0.2 2023:+4.1 2024:+2.9 2025:+3.4 2026:+0.7,3.14
Hold JP225 + Roll EURJPY + TSMOM XAUUSD,0.04 / 0.92 / 0.05,0.09,True,2.6,13.2,-1.2,-0.7,-0.54,39/59,1.71,2022:-0.4 2023:+3.3 2024:+4.0 2025:+4.7 2026:+1.3,2.17
Hold JP225 + Roll EURJPY + v4 AUDUSD,0.03 / 0.79 / 0.17,0.08,True,2.2,11.5,-1.0,-0.3,-0.47,39/59,1.74,2022:-0.1 2023:+4.9 2024:+2.1 2025:+3.0 2026:+1.0,2.2
Hold JP225 + Roll GBPJPY + Roll USDJPY,0.02 / 0.55 / 0.42,0.85,True,2.6,13.6,-0.7,-0.4,-0.42,43/59,2.19,2022:+0.2 2023:+4.6 2024:+3.3 2025:+3.8 2026:+1.1,3.71
Hold JP225 + Roll GBPJPY + TSMOM XAUUSD,0.04 / 0.91 / 0.05,0.09,True,3.3,17.2,-1.2,-0.8,-0.59,42/59,2.02,2022:+0.2 2023:+4.1 2024:+4.8 2025:+5.6 2026:+2.0,2.75
Hold JP225 + Roll GBPJPY + v4 AUDUSD,0.03 / 0.78 / 0.19,0.08,True,2.9,14.8,-1.1,-0.5,-0.51,43/59,2.05,2022:+0.4 2023:+5.7 2024:+2.6 2025:+3.6 2026:+1.6,2.64
Hold JP225 + Roll USDJPY + TSMOM XAUUSD,0.05 / 0.89 / 0.06,0.09,True,3.6,19.0,-1.9,-1.5,-0.74,39/59,1.74,2022:-1.0 2023:+4.8 2024:+5.2 2025:+7.4 2026:+1.9,1.89
Hold JP225 + Roll USDJPY + v4 AUDUSD,0.04 / 0.73 / 0.23,0.08,True,3.0,15.8,-2.3,-0.8,-0.62,39/59,1.79,2022:-0.5 2023:+6.6 2024:+2.5 2025:+4.6 2026:+1.4,1.3
Hold JP225 + TSMOM XAUUSD + v4 AUDUSD,0.13 / 0.17 / 0.71,0.09,False,6.0,33.1,-4.5,-3.6,-2.08,42/58,1.14,2022:-2.0 2023:+9.1 2024:+5.4 2025:+12.4 2026:+5.0,1.33
Hold UK100 + Hold US500 + Hold XAUUSD,0.41 / 0.31 / 0.28,0.33,False,12.5,78.5,-15.0,-7.4,-4.65,40/58,1.15,2022:-5.8 2023:+12.2 2024:+16.6 2025:+30.9 2026:+4.3,0.83
Hold UK100 + Hold US500 + Mon AUDJPY,0.21 / 0.16 / 0.63,0.33,False,7.5,42.7,-6.3,-2.9,-1.99,36/58,1.36,2022:-0.5 2023:+10.7 2024:+5.0 2025:+9.7 2026:+7.0,1.19
Hold UK100 + Hold US500 + Mon CADJPY,0.20 / 0.15 / 0.66,0.33,False,5.7,31.3,-5.0,-2.8,-1.85,38/58,1.14,2022:+2.1 2023:+8.0 2024:+4.8 2025:+6.5 2026:+2.8,1.14
Hold UK100 + Hold US500 + Mon CHFJPY,0.18 / 0.13 / 0.69,0.33,False,5.6,31.0,-6.3,-2.8,-1.68,39/58,1.24,2022:+1.4 2023:+9.1 2024:+4.7 2025:+6.3 2026:+2.7,0.89
Hold UK100 + Hold US500 + Mon EURJPY,0.18 / 0.13 / 0.68,0.33,False,6.1,33.8,-4.3,-2.1,-1.71,38/58,1.3,2022:+2.9 2023:+8.4 2024:+4.2 2025:+7.1 2026:+4.0,1.42
Hold UK100 + Hold US500 + Mon GBPJPY,0.19 / 0.14 / 0.67,0.33,False,7.6,43.5,-5.1,-2.3,-1.85,42/58,1.54,2022:+2.7 2023:+8.9 2024:+6.4 2025:+9.3 2026:+6.4,1.49
Hold UK100 + Hold US500 + Mon GBPUSD,0.18 / 0.13 / 0.69,0.33,False,4.9,26.5,-6.8,-2.7,-1.75,38/58,1.07,2022:-3.5 2023:+5.9 2024:+3.6 2025:+10.5 2026:+6.3,0.72
Hold UK100 + Hold US500 + Mon GER40,0.30 / 0.22 / 0.49,0.33,False,7.7,43.9,-11.1,-3.0,-2.77,38/58,1.03,2022:-3.7 2023:+3.8 2024:+9.0 2025:+15.3 2026:+10.2,0.69
Hold UK100 + Hold US500 + Mon NAS100,0.32 / 0.24 / 0.45,0.33,False,9.6,56.8,-10.1,-5.6,-2.99,37/58,1.2,2022:+1.0 2023:+12.2 2024:+9.3 2025:+14.7 2026:+5.5,0.95
Hold UK100 + Hold US500 + Mon NZDJPY,0.21 / 0.15 / 0.64,0.33,False,6.6,36.7,-6.6,-3.0,-1.92,39/58,1.25,2022:-0.5 2023:+9.9 2024:+4.0 2025:+9.0 2026:+6.2,1.0
Hold UK100 + Hold US500 + Mon US500,0.26 / 0.19 / 0.55,0.33,False,7.3,41.7,-10.5,-4.8,-2.43,34/58,1.1,2022:-2.0 2023:+10.6 2024:+6.7 2025:+12.5 2026:+5.2,0.7
Hold UK100 + Hold US500 + Mon USDJPY,0.19 / 0.14 / 0.68,0.33,False,5.4,29.5,-4.3,-2.6,-1.74,35/58,1.18,2022:+4.0 2023:+5.9 2024:+5.9 2025:+4.5 2026:+2.4,1.26
Hold UK100 + Hold US500 + Roll AUDJPY,0.09 / 0.07 / 0.84,0.33,True,3.0,15.7,-2.4,-1.1,-0.87,36/59,1.31,2022:-0.6 2023:+4.3 2024:+3.0 2025:+5.2 2026:+1.8,1.25
Hold UK100 + Hold US500 + Roll CADJPY,0.07 / 0.05 / 0.88,0.33,True,2.6,13.5,-2.6,-1.2,-0.67,39/58,1.47,2022:-1.0 2023:+4.5 2024:+3.4 2025:+4.0 2026:+1.0,1.0
Hold UK100 + Hold US500 + Roll EURJPY,0.06 / 0.05 / 0.89,0.33,True,2.5,12.8,-1.8,-0.8,-0.59,38/59,1.59,2022:-0.6 2023:+3.9 2024:+3.3 2025:+3.9 2026:+1.0,1.39
Hold UK100 + Hold US500 + Roll GBPJPY,0.07 / 0.05 / 0.88,0.33,True,3.2,16.7,-1.7,-1.0,-0.64,43/59,1.87,2022:-0.1 2023:+4.7 2024:+4.1 2025:+4.6 2026:+1.7,1.88
Hold UK100 + Hold US500 + Roll USDJPY,0.09 / 0.06 / 0.85,0.33,True,3.5,18.3,-3.3,-1.6,-0.8,41/59,1.63,2022:-1.3 2023:+5.6 2024:+4.3 2025:+6.1 2026:+1.5,1.06
Hold UK100 + Hold US500 + TSMOM XAUUSD,0.40 / 0.30 / 0.30,0.33,False,10.4,62.5,-12.6,-7.5,-4.61,40/58,1.03,2022:-7.2 2023:+5.8 2024:+16.8 2025:+26.9 2026:+8.1,0.83
Hold UK100 + Hold US500 + v4 AUDUSD,0.21 / 0.15 / 0.64,0.33,False,5.4,29.7,-8.1,-3.3,-1.94,35/58,1.05,2022:-2.7 2023:+10.7 2024:+3.1 2025:+8.7 2026:+3.8,0.67
Hold UK100 + Hold XAUUSD + Mon AUDJPY,0.21 / 0.15 / 0.64,0.12,False,8.5,49.2,-5.0,-2.0,-1.67,43/58,1.62,2022:+2.7 2023:+9.1 2024:+5.4 2025:+15.4 2026:+5.2,1.7
Hold UK100 + Hold XAUUSD + Mon CADJPY,0.20 / 0.14 / 0.66,0.12,False,6.6,36.7,-4.7,-3.6,-1.44,38/58,1.4,2022:+5.2 2023:+6.5 2024:+5.1 2025:+11.6 2026:+1.2,1.4
Hold UK100 + Hold XAUUSD + Mon CHFJPY,0.18 / 0.12 / 0.70,0.12,False,6.4,35.8,-5.7,-3.5,-1.38,44/58,1.48,2022:+4.2 2023:+7.8 2024:+5.0 2025:+10.9 2026:+1.2,1.12
Hold UK100 + Hold XAUUSD + Mon EURJPY,0.18 / 0.13 / 0.69,0.12,False,6.9,38.9,-3.5,-2.7,-1.67,42/58,1.57,2022:+5.8 2023:+7.0 2024:+4.4 2025:+11.8 2026:+2.5,1.97
Hold UK100 + Hold XAUUSD + Mon GBPJPY,0.19 / 0.13 / 0.68,0.12,False,8.5,49.2,-3.7,-2.3,-1.62,44/58,1.83,2022:+5.7 2023:+7.5 2024:+6.7 2025:+14.3 2026:+4.8,2.3
Hold UK100 + Hold XAUUSD + Mon GBPUSD,0.18 / 0.12 / 0.70,0.14,False,5.7,31.0,-5.3,-1.9,-1.98,39/58,1.27,2022:-1.0 2023:+4.5 2024:+3.8 2025:+15.2 2026:+4.8,1.08
Hold UK100 + Hold XAUUSD + Mon GER40,0.30 / 0.20 / 0.50,0.12,False,9.1,53.2,-7.7,-2.7,-2.81,37/58,1.28,2022:+0.7 2023:+1.6 2024:+9.6 2025:+23.8 2026:+7.7,1.18
Hold UK100 + Hold XAUUSD + Mon NAS100,0.33 / 0.22 / 0.45,0.12,False,11.2,68.1,-9.1,-4.2,-2.34,40/58,1.51,2022:+6.2 2023:+9.7 2024:+10.0 2025:+23.8 2026:+2.8,1.23
Hold UK100 + Hold XAUUSD + Mon NZDJPY,0.21 / 0.14 / 0.65,0.12,False,7.5,42.6,-5.9,-2.2,-1.58,41/58,1.5,2022:+2.6 2023:+8.3 2024:+4.3 2025:+14.4 2026:+4.5,1.27
Hold UK100 + Hold XAUUSD + Mon US500,0.26 / 0.18 / 0.56,0.12,False,8.6,49.7,-8.6,-3.6,-1.92,40/58,1.4,2022:+2.0 2023:+8.6 2024:+7.2 2025:+19.7 2026:+3.0,1.0
Hold UK100 + Hold XAUUSD + Mon USDJPY,0.19 / 0.13 / 0.68,0.12,False,6.2,34.5,-5.0,-3.3,-1.35,40/58,1.47,2022:+7.0 2023:+4.5 2024:+6.2 2025:+9.1 2026:+0.9,1.24
Hold UK100 + Hold XAUUSD + Roll AUDJPY,0.09 / 0.06 / 0.84,0.12,True,3.4,17.7,-1.8,-0.9,-0.67,39/59,1.56,2022:+0.8 2023:+3.6 2024:+3.1 2025:+7.5 2026:+1.1,1.89
Hold UK100 + Hold XAUUSD + Roll CADJPY,0.07 / 0.05 / 0.88,0.12,True,2.9,15.0,-2.3,-1.0,-0.52,42/58,1.72,2022:+0.1 2023:+4.0 2024:+3.5 2025:+5.8 2026:+0.5,1.26
Hold UK100 + Hold XAUUSD + Roll EURJPY,0.06 / 0.04 / 0.89,0.12,True,2.7,14.2,-1.4,-0.6,-0.45,37/59,1.86,2022:+0.3 2023:+3.4 2024:+3.4 2025:+5.4 2026:+0.5,1.93
Hold UK100 + Hold XAUUSD + Roll GBPJPY,0.07 / 0.05 / 0.89,0.12,True,3.5,18.2,-1.2,-0.7,-0.49,43/59,2.16,2022:+0.9 2023:+4.2 2024:+4.2 2025:+6.3 2026:+1.1,2.92
Hold UK100 + Hold XAUUSD + Roll USDJPY,0.09 / 0.06 / 0.86,0.12,True,3.8,20.3,-2.8,-1.3,-0.62,40/59,1.9,2022:-0.1 2023:+4.9 2024:+4.4 2025:+8.3 2026:+0.8,1.36
Hold UK100 + Hold XAUUSD + TSMOM XAUUSD,0.42 / 0.28 / 0.30,0.68,False,12.2,76.0,-13.3,-9.3,-6.43,36/58,1.05,2022:-1.4 2023:+2.7 2024:+17.6 2025:+39.8 2026:+4.2,0.92
Hold UK100 + Hold XAUUSD + v4 AUDUSD,0.21 / 0.14 / 0.65,0.12,False,6.3,35.3,-7.3,-3.0,-1.57,38/58,1.28,2022:+0.3 2023:+9.1 2024:+3.4 2025:+14.1 2026:+2.1,0.86
Hold UK100 + Mon AUDJPY + Mon CADJPY,0.14 / 0.41 / 0.45,0.8,False,5.2,28.1,-2.9,-1.0,-1.41,38/58,1.33,2022:+5.1 2023:+7.3 2024:+1.5 2025:+4.6 2026:+3.7,1.79
Hold UK100 + Mon AUDJPY + Mon CHFJPY,0.13 / 0.38 / 0.49,0.59,False,5.2,28.1,-3.1,-1.3,-1.36,39/58,1.48,2022:+4.4 2023:+8.1 2024:+1.6 2025:+4.6 2026:+3.6,1.68
Hold UK100 + Mon AUDJPY + Mon EURJPY,0.13 / 0.39 / 0.48,0.67,False,5.5,30.0,-2.8,-0.9,-1.57,39/58,1.52,2022:+5.5 2023:+7.6 2024:+1.2 2025:+5.1 2026:+4.5,1.96
Hold UK100 + Mon AUDJPY + Mon GBPJPY,0.13 / 0.39 / 0.47,0.72,False,6.5,36.4,-3.0,-1.0,-1.52,42/58,1.73,2022:+5.5 2023:+7.9 2024:+2.6 2025:+6.6 2026:+6.2,2.17
Hold UK100 + Mon AUDJPY + Mon GBPUSD,0.13 / 0.38 / 0.49,0.29,False,4.6,25.0,-3.3,-1.4,-1.32,39/58,1.44,2022:+0.8 2023:+5.8 2024:+0.8 2025:+7.5 2026:+6.2,1.39
Hold UK100 + Mon AUDJPY + Mon GER40,0.18 / 0.53 / 0.29,0.19,False,6.3,34.8,-3.9,-1.1,-1.74,35/58,1.43,2022:+2.5 2023:+4.6 2024:+2.9 2025:+9.2 2026:+8.5,1.62
Hold UK100 + Mon AUDJPY + Mon NAS100,0.19 / 0.55 / 0.26,0.28,False,7.3,41.2,-4.1,-2.5,-1.52,42/58,1.61,2022:+5.7 2023:+9.4 2024:+2.8 2025:+8.5 2026:+5.7,1.78
Hold UK100 + Mon AUDJPY + Mon NZDJPY,0.14 / 0.42 / 0.44,0.9,False,5.7,31.6,-3.2,-1.4,-1.56,39/58,1.41,2022:+3.4 2023:+8.5 2024:+0.8 2025:+6.2 2026:+6.1,1.78
Hold UK100 + Mon AUDJPY + Mon US500,0.16 / 0.49 / 0.35,0.35,False,6.1,34.0,-3.7,-2.3,-1.69,44/58,1.49,2022:+3.1 2023:+8.8 2024:+2.0 2025:+7.9 2026:+5.4,1.65
Hold UK100 + Mon AUDJPY + Mon USDJPY,0.13 / 0.39 / 0.48,0.48,False,5.0,27.0,-2.5,-1.4,-1.14,40/58,1.45,2022:+6.4 2023:+5.8 2024:+2.4 2025:+3.2 2026:+3.4,2.0
Hold UK100 + Mon AUDJPY + Roll AUDJPY,0.08 / 0.23 / 0.70,0.06,True,3.2,16.6,-1.3,-0.6,-0.53,39/59,1.82,2022:+1.5 2023:+4.5 2024:+1.5 2025:+4.4 2026:+2.5,2.46
Hold UK100 + Mon AUDJPY + Roll CADJPY,0.06 / 0.18 / 0.75,0.06,True,2.8,14.5,-1.5,-0.8,-0.43,43/58,1.99,2022:+0.7 2023:+4.7 2024:+2.1 2025:+3.5 2026:+1.7,1.87
Hold UK100 + Mon AUDJPY + Roll EURJPY,0.06 / 0.16 / 0.78,0.06,True,2.7,13.8,-0.9,-0.4,-0.38,42/59,2.12,2022:+0.9 2023:+4.1 2024:+2.2 2025:+3.4 2026:+1.6,3.0
Hold UK100 + Mon AUDJPY + Roll GBPJPY,0.06 / 0.18 / 0.77,0.06,True,3.3,17.3,-1.0,-0.6,-0.41,48/59,2.44,2022:+1.4 2023:+4.8 2024:+2.7 2025:+4.0 2026:+2.2,3.3
Hold UK100 + Mon AUDJPY + Roll USDJPY,0.07 / 0.21 / 0.71,0.06,True,3.6,18.7,-1.5,-0.8,-0.5,46/59,2.18,2022:+0.8 2023:+5.6 2024:+2.6 2025:+5.2 2026:+2.2,2.4
Hold UK100 + Mon AUDJPY + TSMOM XAUUSD,0.21 / 0.63 / 0.16,0.07,False,7.4,42.2,-4.4,-2.1,-1.67,42/58,1.49,2022:+1.7 2023:+5.8 2024:+5.6 2025:+13.7 2026:+7.2,1.68
Hold UK100 + Mon AUDJPY + v4 AUDUSD,0.14 / 0.42 / 0.44,0.09,False,5.0,27.1,-3.3,-1.7,-1.43,43/58,1.51,2022:+1.9 2023:+9.1 2024:+0.3 2025:+6.0 2026:+4.4,1.52
Hold UK100 + Mon CADJPY + Mon CHFJPY,0.12 / 0.41 / 0.47,0.66,False,4.2,22.1,-2.3,-1.9,-1.22,36/58,1.24,2022:+5.9 2023:+6.6 2024:+1.6 2025:+2.9 2026:+1.2,1.83
Hold UK100 + Mon CADJPY + Mon EURJPY,0.12 / 0.41 / 0.46,0.71,False,4.4,23.8,-2.3,-1.5,-1.29,36/58,1.3,2022:+7.0 2023:+6.1 2024:+1.2 2025:+3.3 2026:+2.1,1.91
Hold UK100 + Mon CADJPY + Mon GBPJPY,0.13 / 0.42 / 0.45,0.72,False,5.4,29.6,-2.5,-1.3,-1.37,38/58,1.52,2022:+6.9 2023:+6.3 2024:+2.6 2025:+4.7 2026:+3.6,2.16
Hold UK100 + Mon CADJPY + Mon GBPUSD,0.12 / 0.40 / 0.47,0.08,False,3.7,19.4,-2.3,-1.0,-1.19,37/58,1.29,2022:+2.3 2023:+4.4 2024:+0.9 2025:+5.6 2026:+3.6,1.61
Hold UK100 + Mon CADJPY + Mon GER40,0.17 / 0.56 / 0.28,0.13,False,4.8,26.0,-3.2,-1.7,-1.84,34/58,1.21,2022:+4.5 2023:+2.7 2024:+2.9 2025:+6.5 2026:+4.8,1.5
Hold UK100 + Mon CADJPY + Mon NAS100,0.17 / 0.58 / 0.24,0.21,False,5.7,31.3,-4.1,-2.0,-1.64,38/58,1.39,2022:+7.8 2023:+7.1 2024:+2.8 2025:+5.7 2026:+2.1,1.39
Hold UK100 + Mon CADJPY + Mon NZDJPY,0.13 / 0.45 / 0.42,0.76,False,4.6,24.8,-2.6,-1.3,-1.33,38/58,1.24,2022:+5.0 2023:+6.8 2024:+0.9 2025:+4.2 2026:+3.3,1.77
Hold UK100 + Mon CADJPY + Mon US500,0.16 / 0.52 / 0.33,0.26,False,4.8,25.9,-3.6,-1.7,-1.49,37/58,1.28,2022:+5.0 2023:+6.8 2024:+2.0 2025:+5.5 2026:+2.3,1.33
Hold UK100 + Mon CADJPY + Mon USDJPY,0.13 / 0.42 / 0.46,0.74,False,4.0,21.0,-2.6,-1.7,-1.45,36/58,1.15,2022:+7.8 2023:+4.3 2024:+2.3 2025:+1.5 2026:+1.0,1.54
Hold UK100 + Mon CADJPY + Roll AUDJPY,0.07 / 0.25 / 0.68,0.04,True,2.6,13.5,-1.3,-0.5,-0.48,34/59,1.56,2022:+2.4 2023:+3.7 2024:+1.5 2025:+3.3 2026:+1.1,2.0
Hold UK100 + Mon CADJPY + Roll CADJPY,0.06 / 0.20 / 0.74,0.04,True,2.4,12.1,-1.1,-0.6,-0.39,36/58,1.73,2022:+1.5 2023:+4.0 2024:+2.1 2025:+2.7 2026:+0.6,2.18
Hold UK100 + Mon CADJPY + Roll EURJPY,0.05 / 0.18 / 0.77,0.04,True,2.3,11.7,-0.8,-0.4,-0.35,40/59,1.86,2022:+1.6 2023:+3.5 2024:+2.2 2025:+2.7 2026:+0.6,2.87
Hold UK100 + Mon CADJPY + Roll GBPJPY,0.06 / 0.19 / 0.75,0.04,True,2.9,14.9,-0.9,-0.4,-0.37,46/59,2.18,2022:+2.1 2023:+4.2 2024:+2.7 2025:+3.2 2026:+1.1,3.22
Hold UK100 + Mon CADJPY + Roll USDJPY,0.07 / 0.23 / 0.70,0.04,True,3.0,15.8,-1.6,-0.8,-0.45,43/59,1.91,2022:+1.7 2023:+4.8 2024:+2.6 2025:+4.2 2026:+0.9,1.88
Hold UK100 + Mon CADJPY + TSMOM XAUUSD,0.20 / 0.66 / 0.14,0.07,False,5.6,30.8,-4.8,-3.6,-1.54,37/58,1.25,2022:+4.2 2023:+3.5 2024:+5.3 2025:+10.1 2026:+2.9,1.17
Hold UK100 + Mon CADJPY + v4 AUDUSD,0.13 / 0.45 / 0.42,0.09,False,3.9,20.7,-2.8,-1.4,-1.2,35/58,1.27,2022:+3.5 2023:+7.3 2024:+0.3 2025:+4.0 2026:+1.8,1.39
Hold UK100 + Mon CHFJPY + Mon EURJPY,0.12 / 0.45 / 0.44,0.79,False,4.5,24.0,-2.3,-1.4,-1.33,39/58,1.36,2022:+6.2 2023:+6.9 2024:+1.4 2025:+3.4 2026:+2.0,1.96
Hold UK100 + Mon CHFJPY + Mon GBPJPY,0.12 / 0.46 / 0.42,0.66,False,5.4,29.4,-2.4,-1.2,-1.36,42/58,1.63,2022:+6.2 2023:+7.2 2024:+2.7 2025:+4.7 2026:+3.5,2.25
Hold UK100 + Mon CHFJPY + Mon GBPUSD,0.11 / 0.44 / 0.45,0.09,False,3.8,19.9,-2.4,-1.3,-1.18,40/58,1.37,2022:+1.9 2023:+5.3 2024:+1.1 2025:+5.6 2026:+3.5,1.58
Hold UK100 + Mon CHFJPY + Mon GER40,0.15 / 0.59 / 0.25,0.05,False,4.8,26.1,-3.1,-1.4,-1.51,36/58,1.34,2022:+3.8 2023:+4.1 2024:+3.0 2025:+6.3 2026:+4.5,1.55
Hold UK100 + Mon CHFJPY + Mon NAS100,0.16 / 0.62 / 0.22,0.07,False,5.6,31.0,-4.0,-2.2,-1.16,39/58,1.56,2022:+6.7 2023:+8.2 2024:+2.9 2025:+5.7 2026:+2.0,1.4
Hold UK100 + Mon CHFJPY + Mon NZDJPY,0.13 / 0.48 / 0.39,0.62,False,4.6,25.0,-3.0,-1.3,-1.32,39/58,1.37,2022:+4.3 2023:+7.7 2024:+1.1 2025:+4.2 2026:+3.2,1.53
Hold UK100 + Mon CHFJPY + Mon US500,0.14 / 0.55 / 0.30,0.11,False,4.8,26.0,-4.0,-2.1,-1.47,41/58,1.44,2022:+4.3 2023:+7.8 2024:+2.1 2025:+5.4 2026:+2.2,1.2
Hold UK100 + Mon CHFJPY + Mon USDJPY,0.12 / 0.45 / 0.43,0.59,False,4.0,21.4,-2.4,-1.8,-1.22,38/58,1.28,2022:+7.0 2023:+5.3 2024:+2.4 2025:+1.7 2026:+1.0,1.67
Hold UK100 + Mon CHFJPY + Roll AUDJPY,0.07 / 0.28 / 0.65,0.05,True,2.7,14.0,-1.2,-0.6,-0.43,38/59,1.66,2022:+2.1 2023:+4.3 2024:+1.6 2025:+3.4 2026:+1.1,2.25
Hold UK100 + Mon CHFJPY + Roll CADJPY,0.06 / 0.23 / 0.72,0.05,True,2.4,12.5,-1.8,-0.7,-0.38,39/58,1.83,2022:+1.3 2023:+4.5 2024:+2.2 2025:+2.7 2026:+0.6,1.33
Hold UK100 + Mon CHFJPY + Roll EURJPY,0.05 / 0.20 / 0.74,0.05,True,2.3,12.1,-1.1,-0.4,-0.32,41/59,1.97,2022:+1.4 2023:+4.0 2024:+2.2 2025:+2.8 2026:+0.6,2.09
Hold UK100 + Mon CHFJPY + Roll GBPJPY,0.06 / 0.22 / 0.73,0.05,True,2.9,15.2,-0.9,-0.6,-0.34,45/59,2.28,2022:+1.9 2023:+4.6 2024:+2.8 2025:+3.3 2026:+1.1,3.22
Hold UK100 + Mon CHFJPY + Roll USDJPY,0.07 / 0.26 / 0.67,0.05,True,3.1,16.2,-2.0,-0.9,-0.43,44/59,2.02,2022:+1.4 2023:+5.3 2024:+2.6 2025:+4.2 2026:+0.9,1.55
Hold UK100 + Mon CHFJPY + TSMOM XAUUSD,0.18 / 0.69 / 0.13,0.07,False,5.6,30.5,-4.6,-3.6,-1.4,42/58,1.33,2022:+3.4 2023:+5.0 2024:+5.2 2025:+9.5 2026:+2.8,1.22
Hold UK100 + Mon CHFJPY + v4 AUDUSD,0.13 / 0.48 / 0.39,0.09,False,4.0,21.1,-4.1,-1.5,-1.01,37/58,1.35,2022:+3.0 2023:+8.1 2024:+0.6 2025:+4.1 2026:+1.7,0.98
Hold UK100 + Mon EURJPY + Mon GBPJPY,0.12 / 0.45 / 0.43,0.81,False,5.7,31.3,-2.3,-1.2,-1.53,39/58,1.64,2022:+7.2 2023:+6.7 2024:+2.3 2025:+5.2 2026:+4.3,2.48
Hold UK100 + Mon EURJPY + Mon GBPUSD,0.12 / 0.43 / 0.45,0.24,False,4.0,21.4,-2.4,-1.0,-1.23,40/58,1.39,2022:+2.8 2023:+4.8 2024:+0.7 2025:+6.0 2026:+4.3,1.67
Hold UK100 + Mon EURJPY + Mon GER40,0.16 / 0.59 / 0.26,0.17,False,5.2,28.4,-3.6,-2.0,-1.7,37/58,1.37,2022:+5.1 2023:+3.4 2024:+2.4 2025:+7.0 2026:+5.7,1.44
Hold UK100 + Mon EURJPY + Mon NAS100,0.16 / 0.61 / 0.23,0.14,False,6.1,33.5,-3.2,-1.8,-1.14,41/58,1.6,2022:+8.1 2023:+7.6 2024:+2.4 2025:+6.3 2026:+3.2,1.91
Hold UK100 + Mon EURJPY + Mon NZDJPY,0.13 / 0.47 / 0.40,0.67,False,5.0,26.8,-2.4,-1.0,-1.31,36/58,1.42,2022:+5.4 2023:+7.2 2024:+0.6 2025:+4.7 2026:+4.1,2.08
Hold UK100 + Mon EURJPY + Mon US500,0.15 / 0.55 / 0.31,0.21,False,5.2,28.2,-3.3,-1.7,-1.46,42/58,1.47,2022:+5.5 2023:+7.2 2024:+1.6 2025:+6.0 2026:+3.2,1.58
Hold UK100 + Mon EURJPY + Mon USDJPY,0.12 / 0.45 / 0.43,0.62,False,4.3,23.0,-2.1,-1.2,-1.22,39/58,1.34,2022:+8.1 2023:+4.8 2024:+2.0 2025:+2.2 2026:+1.8,2.05
Hold UK100 + Mon EURJPY + Roll AUDJPY,0.07 / 0.27 / 0.66,0.06,True,2.9,14.9,-1.0,-0.4,-0.56,38/59,1.75,2022:+2.7 2023:+4.0 2024:+1.3 2025:+3.7 2026:+1.6,2.9
Hold UK100 + Mon EURJPY + Roll CADJPY,0.06 / 0.22 / 0.72,0.06,True,2.6,13.2,-1.2,-0.6,-0.46,42/58,1.91,2022:+1.8 2023:+4.2 2024:+2.0 2025:+3.0 2026:+1.0,2.17
Hold UK100 + Mon EURJPY + Roll EURJPY,0.05 / 0.20 / 0.75,0.06,True,2.5,12.7,-0.7,-0.4,-0.41,40/59,2.05,2022:+1.8 2023:+3.7 2024:+2.0 2025:+3.0 2026:+1.0,3.57
Hold UK100 + Mon EURJPY + Roll GBPJPY,0.06 / 0.21 / 0.73,0.06,True,3.0,15.9,-0.9,-0.4,-0.44,46/59,2.36,2022:+2.4 2023:+4.4 2024:+2.6 2025:+3.5 2026:+1.5,3.33
Hold UK100 + Mon EURJPY + Roll USDJPY,0.07 / 0.25 / 0.68,0.06,True,3.2,17.0,-1.6,-0.7,-0.53,45/59,2.1,2022:+2.0 2023:+5.0 2024:+2.4 2025:+4.5 2026:+1.4,2.0
