family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
フィックス前後,USDJPY,b) NYカット 直前30分 逆張り 30分,7,12,0.583,1.0,257,0.38720703125,7,20,-1.51,0,,False
フィックス前後,USDJPY,a) WMR 直前15分 逆張り 15分,4,12,0.333,-0.76,257,0.927001953125,4,20,-0.79,0,,False
フィックス前後,USDJPY,c) WMR 逆張り 月末営業日のみ,3,12,0.25,-3.9,12,0.980712890625,13,20,1.23,0,,False
