t,open,high,low,close,volume
2026-08-01 00:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 01:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 02:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 03:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 04:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 05:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 06:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 07:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 08:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 09:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 10:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 11:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 12:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 13:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 14:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 15:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 16:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 17:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 18:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 19:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 20:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 21:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 22:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-01 23:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 00:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 01:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 02:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 03:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 04:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 05:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 06:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 07:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 08:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 09:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 10:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 11:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 12:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 13:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 14:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 15:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 16:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 17:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 18:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 19:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 20:00:00,194.822,194.822,194.822,194.822,0.0
2026-08-02 21:00:00,194.847,195.039,194.829,194.919,399.8999938964844
2026-08-02 22:00:00,195.056,195.244,194.733,194.907,8017.77001953125
2026-08-02 23:00:00,194.906,195.595,194.683,195.249,8773.900390625
2026-08-03 00:00:00,195.247,195.568,192.639,193.48,33406.6015625
2026-08-03 01:00:00,193.483,193.719,192.647,193.295,21615.5
2026-08-03 02:00:00,193.297,193.571,193.139,193.441,6383.52001953125
2026-08-03 03:00:00,193.438,193.553,193.206,193.427,5363.1201171875
2026-08-03 04:00:00,193.424,193.541,193.316,193.463,4664.93994140625
2026-08-03 05:00:00,193.466,193.554,193.381,193.478,4067.090087890625
2026-08-03 06:00:00,193.478,193.852,193.467,193.712,7657.27001953125
2026-08-03 07:00:00,193.711,193.938,193.608,193.932,15453.2099609375
2026-08-03 08:00:00,193.932,194.066,193.663,194.047,14861.0400390625
2026-08-03 09:00:00,194.048,194.424,194.007,194.22,13935.1904296875
2026-08-03 10:00:00,194.22,194.236,193.702,193.813,14086.259765625
2026-08-03 11:00:00,193.812,194.034,193.651,193.885,14783.259765625
2026-08-03 12:00:00,193.884,193.978,193.723,193.821,16455.259765625
2026-08-03 13:00:00,193.824,193.894,193.121,193.363,25091.140625
2026-08-03 14:00:00,193.362,193.489,193.096,193.207,26208.169921875
2026-08-03 15:00:00,193.213,193.702,193.157,193.636,19867.25
2026-08-03 16:00:00,193.635,193.653,193.172,193.448,12847.1103515625
2026-08-03 17:00:00,193.447,193.546,193.418,193.519,19204.83984375
2026-08-03 18:00:00,193.518,193.632,193.414,193.52,26253.220703125
2026-08-03 19:00:00,193.521,193.734,193.502,193.712,20337.130859375
2026-08-03 20:00:00,193.713,193.996,193.652,193.847,10729.009765625
2026-08-03 21:00:00,193.787,194.019,193.777,193.989,729.6400146484375
2026-08-03 22:00:00,193.994,194.258,193.965,194.227,2542.6201171875
2026-08-03 23:00:00,194.23,194.545,194.14,194.38,3492.260009765625
2026-08-04 00:00:00,194.382,194.469,194.15,194.38,11839.400390625
2026-08-04 01:00:00,194.379,194.589,194.368,194.582,9016.26953125
2026-08-04 02:00:00,194.581,194.725,194.564,194.635,8287.740234375
2026-08-04 03:00:00,194.633,194.647,194.427,194.536,8698.1796875
2026-08-04 04:00:00,194.536,194.573,194.384,194.45,6380.43994140625
2026-08-04 05:00:00,194.451,194.606,194.387,194.601,5872.77978515625
2026-08-04 06:00:00,194.598,194.708,194.495,194.604,12703.6298828125
2026-08-04 07:00:00,194.605,194.806,194.567,194.771,10662.1396484375
2026-08-04 08:00:00,194.77,194.862,194.677,194.774,9476.8603515625
2026-08-04 09:00:00,194.77,194.956,194.77,194.907,11873.509765625
2026-08-04 10:00:00,194.907,194.984,194.816,194.84,11107.91015625
2026-08-04 11:00:00,194.84,194.928,194.582,194.657,16259.16015625
2026-08-04 12:00:00,194.651,194.865,194.454,194.746,12520.33984375
2026-08-04 13:00:00,194.745,194.768,194.459,194.7,16324.23046875
2026-08-04 14:00:00,194.69,194.88,194.635,194.787,14607.4296875
2026-08-04 15:00:00,194.787,194.837,194.435,194.556,16665.859375
2026-08-04 16:00:00,194.556,194.57,194.421,194.496,12242.0302734375
2026-08-04 17:00:00,194.488,194.621,194.477,194.564,10111.7001953125
2026-08-04 18:00:00,194.565,194.847,194.555,194.801,15581.669921875
2026-08-04 19:00:00,194.806,195.012,194.803,194.927,12598.0595703125
2026-08-04 20:00:00,194.929,194.993,194.869,194.869,8003.1298828125
2026-08-04 21:00:00,194.832,194.948,194.752,194.89,1382.5400390625
2026-08-04 22:00:00,194.897,194.974,194.846,194.909,1944.199951171875
2026-08-04 23:00:00,194.908,194.965,194.838,194.893,1729.1300048828125
2026-08-05 00:00:00,194.894,194.973,194.691,194.77,14166.83984375
2026-08-05 01:00:00,194.77,194.87,194.729,194.859,11268.7197265625
