t,open,high,low,close,volume
2026-07-01 00:00:00,114.47,114.514,114.435,114.461,7139.10009765625
2026-07-01 01:00:00,114.461,114.475,114.35,114.41,11144.7001953125
2026-07-01 02:00:00,114.41,114.491,114.398,114.461,9376.349609375
2026-07-01 03:00:00,114.46,114.526,114.455,114.505,6488.85009765625
2026-07-01 04:00:00,114.507,114.509,114.36,114.481,8173.7998046875
2026-07-01 05:00:00,114.48,114.52,114.465,114.495,6813.4501953125
2026-07-01 06:00:00,114.497,114.516,114.386,114.431,7326.72021484375
2026-07-01 07:00:00,114.432,114.446,114.361,114.419,7896.330078125
2026-07-01 08:00:00,114.419,114.42,114.342,114.375,7108.5
2026-07-01 09:00:00,114.375,114.411,114.357,114.405,7000.35009765625
2026-07-01 10:00:00,114.406,114.465,114.384,114.449,6541.9501953125
2026-07-01 11:00:00,114.449,114.466,114.398,114.399,7737.2998046875
2026-07-01 12:00:00,114.4,114.425,114.315,114.32,9293.400390625
2026-07-01 13:00:00,114.319,114.409,114.289,114.289,20514.48046875
2026-07-01 14:00:00,114.29,114.385,114.263,114.336,20440.05078125
2026-07-01 15:00:00,114.336,114.375,114.297,114.327,14530.349609375
2026-07-01 16:00:00,114.327,114.355,114.298,114.335,10016.5498046875
2026-07-01 17:00:00,114.336,114.386,114.313,114.352,8902.0498046875
2026-07-01 18:00:00,114.351,114.367,114.318,114.33,6401.85009765625
2026-07-01 19:00:00,114.329,114.372,114.323,114.37,5808.14990234375
2026-07-01 20:00:00,114.371,114.392,114.343,114.346,3935.18994140625
2026-07-01 21:00:00,114.325,114.376,114.29,114.348,1791.9000244140625
2026-07-01 22:00:00,114.329,114.355,114.311,114.324,1348.949951171875
2026-07-01 23:00:00,114.327,114.345,114.309,114.325,2478.449951171875
2026-07-02 00:00:00,114.324,114.366,114.257,114.34,10535.5498046875
2026-07-02 01:00:00,114.341,114.371,114.327,114.346,8016.2998046875
2026-07-02 02:00:00,114.346,114.397,114.325,114.334,6044.10009765625
2026-07-02 03:00:00,114.333,114.35,114.258,114.277,4446.89990234375
2026-07-02 04:00:00,114.276,114.284,114.234,114.283,7786.7998046875
2026-07-02 05:00:00,114.282,114.283,114.194,114.205,6495.14990234375
2026-07-02 06:00:00,114.208,114.231,113.526,113.953,22636.83984375
2026-07-02 07:00:00,113.952,114.017,113.663,113.694,27116.9609375
2026-07-02 08:00:00,113.694,113.724,113.428,113.485,28672.849609375
2026-07-02 09:00:00,113.483,113.654,113.474,113.562,19691.609375
2026-07-02 10:00:00,113.56,113.731,113.556,113.592,11767.7099609375
2026-07-02 11:00:00,113.592,113.635,113.562,113.615,9136.4697265625
2026-07-02 12:00:00,113.614,113.722,113.327,113.605,31267.830078125
2026-07-02 13:00:00,113.606,113.682,113.511,113.517,26749.390625
2026-07-02 14:00:00,113.516,113.636,113.467,113.581,20862.0
2026-07-02 15:00:00,113.581,113.588,113.396,113.46,17561.73046875
2026-07-02 16:00:00,113.458,113.591,113.441,113.543,14332.98046875
2026-07-02 17:00:00,113.544,113.617,113.517,113.585,9483.2998046875
2026-07-02 18:00:00,113.586,113.626,113.557,113.572,9723.990234375
2026-07-02 19:00:00,113.571,113.639,113.559,113.622,6986.7900390625
2026-07-02 20:00:00,113.621,113.631,113.568,113.589,3435.27001953125
2026-07-02 21:00:00,113.576,113.591,113.468,113.561,2800.5
2026-07-02 22:00:00,113.563,113.701,113.563,113.684,2464.050048828125
2026-07-02 23:00:00,113.682,113.78,113.664,113.773,5017.35009765625
2026-07-03 00:00:00,113.772,113.79,113.627,113.628,10881.400390625
2026-07-03 01:00:00,113.63,113.745,113.514,113.716,12967.9501953125
2026-07-03 02:00:00,113.715,113.771,113.675,113.732,7138.5
2026-07-03 03:00:00,113.732,113.761,113.704,113.732,5942.10009765625
2026-07-03 04:00:00,113.733,113.795,113.728,113.746,5618.85009765625
2026-07-03 05:00:00,113.747,113.804,113.684,113.791,8303.849609375
2026-07-03 06:00:00,113.79,113.791,113.313,113.52,14257.919921875
2026-07-03 07:00:00,113.52,113.581,113.397,113.432,11139.08984375
2026-07-03 08:00:00,113.432,113.565,113.42,113.564,6044.3701171875
