timestamp,open,high,low,close,volume
2003-01-01 00:00:00,124.54,125.0,124.0,124.49,138387.171875
2003-01-02 00:00:00,124.54,125.59,123.8,124.42,343084.84375
2003-01-03 00:00:00,124.37,125.08,124.08,124.73,178750.09375
2003-01-04 00:00:00,124.73,124.73,124.73,124.73,0.0
2003-01-05 00:00:00,124.73,124.73,124.73,124.73,0.0
2003-01-06 00:00:00,124.76,125.54,124.17,124.69,155685.5625
2003-01-07 00:00:00,124.63,125.76,124.12,125.42,147036.359375
2003-01-08 00:00:00,125.36,125.53,124.33,124.98,184516.21875
2003-01-09 00:00:00,125.01,125.65,124.73,125.08,354617.125
2003-01-10 00:00:00,125.11,126.7,125.04,126.07,123971.8359375
2003-01-11 00:00:00,126.07,126.07,126.07,126.07,0.0
2003-01-12 00:00:00,126.07,126.07,126.07,126.07,0.0
2003-01-13 00:00:00,126.08,126.4,124.8,126.16,380564.71875
2003-01-14 00:00:00,125.27,125.87,124.43,124.6,210463.8125
2003-01-15 00:00:00,124.59,125.35,123.92,124.7,331552.59375
2003-01-16 00:00:00,124.75,125.35,124.43,124.99,334435.65625
2003-01-17 00:00:00,125.02,125.82,124.98,125.64,345967.90625
2003-01-18 00:00:00,125.64,125.64,125.64,125.64,0.0
2003-01-19 00:00:00,125.64,125.64,125.64,125.64,0.0
2003-01-20 00:00:00,125.62,126.31,125.49,126.01,265242.0625
2003-01-21 00:00:00,125.98,127.05,125.95,126.66,337318.71875
2003-01-22 00:00:00,126.66,127.15,126.16,126.93,219113.015625
2003-01-23 00:00:00,126.88,127.55,126.48,126.94,305605.0
2003-01-24 00:00:00,127.46,127.89,126.77,127.46,103790.375
2003-01-25 00:00:00,127.46,127.46,127.46,127.46,0.0
2003-01-26 00:00:00,127.46,127.46,127.46,127.46,0.0
2003-01-27 00:00:00,127.55,129.05,127.34,128.58,161451.703125
2003-01-28 00:00:00,128.55,128.85,127.98,128.42,170100.890625
2003-01-29 00:00:00,128.45,128.85,127.84,128.31,193165.421875
2003-01-30 00:00:00,128.78,129.02,127.7,128.78,135504.109375
2003-01-31 00:00:00,128.73,129.47,128.54,129.06,204697.6875
2003-02-01 00:00:00,129.06,129.06,129.06,129.06,0.0
2003-02-02 00:00:00,129.06,129.06,129.06,129.06,0.0
2003-02-03 00:00:00,129.13,130.12,128.64,129.62,106673.4453125
2003-02-04 00:00:00,129.62,130.54,129.25,130.28,314254.1875
2003-02-05 00:00:00,130.29,130.83,128.38,129.39,314254.1875
2003-02-06 00:00:00,129.4,130.21,129.19,129.77,345967.90625
2003-02-07 00:00:00,129.68,130.3,128.98,130.18,351734.0625
2003-02-08 00:00:00,130.18,130.18,130.18,130.18,0.0
2003-02-09 00:00:00,130.18,130.18,130.18,130.18,0.0
2003-02-10 00:00:00,130.04,130.66,129.88,130.13,245060.609375
