timestamp,open,high,low,close,volume
2015-06-01 00:00:00,0.76412,0.76681,0.75978,0.76137,105125.8828125
2015-06-02 00:00:00,0.7614,0.77899,0.76123,0.77596,142965.171875
2015-06-03 00:00:00,0.77596,0.78189,0.77511,0.77706,130605.4296875
2015-06-04 00:00:00,0.77705,0.77793,0.7664,0.76864,126356.21875
2015-06-05 00:00:00,0.76865,0.77261,0.75985,0.76158,93379.0
2015-06-06 00:00:00,0.76158,0.76158,0.76158,0.76158,0.0
2015-06-07 00:00:00,0.76197,0.76276,0.76157,0.76158,6157.52978515625
2015-06-08 00:00:00,0.76157,0.77118,0.76026,0.76871,96815.4296875
2015-06-09 00:00:00,0.76872,0.7722,0.76461,0.76864,112874.0
2015-06-10 00:00:00,0.76864,0.77848,0.76354,0.77277,135736.734375
2015-06-11 00:00:00,0.77276,0.77926,0.7693,0.77475,115984.75
2015-06-12 00:00:00,0.77476,0.77573,0.76777,0.77245,94020.8203125
2015-06-13 00:00:00,0.77245,0.77245,0.77245,0.77245,0.0
2015-06-14 00:00:00,0.77499,0.77526,0.77252,0.77286,4590.919921875
2015-06-15 00:00:00,0.77285,0.77765,0.77035,0.77572,91546.8125
2015-06-16 00:00:00,0.77572,0.77799,0.77218,0.77449,79982.9296875
2015-06-17 00:00:00,0.77448,0.77698,0.76439,0.77207,103747.4296875
2015-06-18 00:00:00,0.77201,0.78486,0.77101,0.779,112140.4375
2015-06-19 00:00:00,0.77899,0.78077,0.77361,0.77712,76952.25
2015-06-20 00:00:00,0.77712,0.77712,0.77712,0.77712,0.0
2015-06-21 00:00:00,0.77648,0.77742,0.77604,0.77652,4298.259765625
2015-06-22 00:00:00,0.77652,0.77961,0.77207,0.77285,87233.15625
2015-06-23 00:00:00,0.77284,0.77483,0.76792,0.77428,93227.9921875
2015-06-24 00:00:00,0.77429,0.77705,0.76828,0.77059,91870.7890625
2015-06-25 00:00:00,0.7706,0.77521,0.77055,0.77315,84676.9375
2015-06-26 00:00:00,0.77315,0.77342,0.76301,0.76557,73985.109375
2015-06-27 00:00:00,0.76557,0.76557,0.76557,0.76557,0.0
2015-06-28 00:00:00,0.76232,0.76456,0.75861,0.76182,11553.490234375
2015-06-29 00:00:00,0.76181,0.7712,0.76126,0.76714,104737.2421875
2015-06-30 00:00:00,0.76714,0.7724,0.76595,0.76918,113947.9296875
2015-07-01 00:00:00,0.76918,0.77384,0.76329,0.76369,97070.8671875
2015-07-02 00:00:00,0.76369,0.7657,0.75893,0.76361,105327.390625
2015-07-03 00:00:00,0.76361,0.76484,0.75059,0.75105,84653.5703125
2015-07-04 00:00:00,0.75105,0.75105,0.75105,0.75105,0.0
2015-07-05 00:00:00,0.74778,0.75125,0.74624,0.7485,7216.93994140625
2015-07-06 00:00:00,0.7485,0.75323,0.74637,0.74746,94431.75
2015-07-07 00:00:00,0.74747,0.74989,0.73977,0.74542,109554.2109375
2015-07-08 00:00:00,0.7454,0.74555,0.73719,0.74205,108169.6171875
2015-07-09 00:00:00,0.74201,0.74915,0.73921,0.74591,104671.921875
2015-07-10 00:00:00,0.7459,0.7496,0.74092,0.74398,89997.78125
2015-07-11 00:00:00,0.74398,0.74398,0.74398,0.74398,0.0
2015-07-12 00:00:00,0.74124,0.7438,0.74124,0.74198,6192.56005859375
2015-07-13 00:00:00,0.74198,0.74681,0.73826,0.73909,113103.7890625
2015-07-14 00:00:00,0.73909,0.74785,0.73873,0.74455,107319.75
2015-07-15 00:00:00,0.74452,0.74886,0.73534,0.737,122818.6796875
2015-07-16 00:00:00,0.73704,0.74367,0.73493,0.74134,103318.5078125
2015-07-17 00:00:00,0.74135,0.74185,0.73672,0.73691,74296.96875
2015-07-18 00:00:00,0.73691,0.73691,0.73691,0.73691,0.0
2015-07-19 00:00:00,0.73772,0.73823,0.73653,0.73676,5637.240234375
2015-07-20 00:00:00,0.73675,0.73971,0.73273,0.73736,105081.375
2015-07-21 00:00:00,0.73734,0.74491,0.73407,0.74234,119757.2578125
2015-07-22 00:00:00,0.74231,0.74383,0.73586,0.73732,116837.9921875
2015-07-23 00:00:00,0.73735,0.74174,0.73491,0.73569,108392.3203125
2015-07-24 00:00:00,0.73572,0.73574,0.72596,0.72783,91550.5390625
2015-07-25 00:00:00,0.72783,0.72783,0.72783,0.72783,0.0
2015-07-26 00:00:00,0.72691,0.7283,0.72672,0.72735,5905.6298828125
2015-07-27 00:00:00,0.72734,0.73241,0.72643,0.72753,106949.828125
2015-07-28 00:00:00,0.72752,0.73487,0.72566,0.73478,113900.1015625
2015-07-29 00:00:00,0.73475,0.73505,0.7282,0.72962,109332.203125
2015-07-30 00:00:00,0.72961,0.73223,0.72542,0.72952,107476.34375
2015-07-31 00:00:00,0.72951,0.73657,0.72343,0.72989,104369.8828125
2015-08-01 00:00:00,0.72989,0.72989,0.72989,0.72989,0.0
2015-08-02 00:00:00,0.73174,0.73174,0.7295,0.72952,8804.6396484375
2015-08-03 00:00:00,0.72954,0.73121,0.72596,0.72742,90287.4921875
2015-08-04 00:00:00,0.72742,0.74278,0.7263,0.73743,123497.28125
2015-08-05 00:00:00,0.73744,0.73949,0.73337,0.73487,114551.4375
2015-08-06 00:00:00,0.7349,0.73916,0.73146,0.73436,106938.8515625
2015-08-07 00:00:00,0.73437,0.74187,0.73332,0.74156,103750.40625
2015-08-08 00:00:00,0.74156,0.74156,0.74156,0.74156,0.0
2015-08-09 00:00:00,0.74108,0.74159,0.73959,0.7397,5642.35986328125
2015-08-10 00:00:00,0.73972,0.74219,0.73532,0.7412,88800.1484375
2015-08-11 00:00:00,0.74121,0.7439,0.72831,0.73135,116325.4609375
2015-08-12 00:00:00,0.73134,0.73889,0.72154,0.73809,127755.5234375
2015-08-13 00:00:00,0.7381,0.74088,0.73228,0.73746,111451.3125
2015-08-14 00:00:00,0.73744,0.73974,0.73546,0.73724,88746.5390625
2015-08-15 00:00:00,0.73724,0.73724,0.73724,0.73724,0.0
2015-08-16 00:00:00,0.73726,0.73806,0.73666,0.73675,3827.550048828125
2015-08-17 00:00:00,0.73675,0.73887,0.73435,0.73713,79036.7890625
2015-08-18 00:00:00,0.73712,0.73858,0.73195,0.73392,89221.453125
2015-08-19 00:00:00,0.7339,0.73749,0.73119,0.73539,97596.890625
2015-08-20 00:00:00,0.73539,0.73726,0.72844,0.73335,93083.4609375
2015-08-21 00:00:00,0.73334,0.73597,0.72869,0.73103,107188.5703125
2015-08-22 00:00:00,0.73103,0.73103,0.73103,0.73103,0.0
2015-08-23 00:00:00,0.72949,0.73111,0.72496,0.72528,10531.3603515625
2015-08-24 00:00:00,0.72527,0.7275,0.7043,0.7175,136763.6875
2015-08-25 00:00:00,0.7175,0.72497,0.70986,0.71002,120340.6171875
2015-08-26 00:00:00,0.71008,0.71525,0.70693,0.71196,126911.34375
2015-08-27 00:00:00,0.71199,0.71809,0.70985,0.71754,113625.03125
2015-08-28 00:00:00,0.7175,0.72054,0.71204,0.71679,101131.7578125
2015-08-29 00:00:00,0.71679,0.71679,0.71679,0.71679,0.0
2015-08-30 00:00:00,0.71507,0.71624,0.71336,0.71381,7651.60986328125
2015-08-31 00:00:00,0.7138,0.71584,0.7082,0.71095,82830.328125
2015-09-01 00:00:00,0.71095,0.71535,0.69981,0.70098,118692.703125
2015-09-02 00:00:00,0.70099,0.70615,0.6982,0.70447,108067.421875
2015-09-03 00:00:00,0.70445,0.70625,0.69919,0.70198,92329.7109375
2015-09-04 00:00:00,0.70195,0.70208,0.6907,0.69071,89739.25
2015-09-05 00:00:00,0.69071,0.69071,0.69071,0.69071,0.0
2015-09-06 00:00:00,0.69249,0.69381,0.69104,0.69349,7828.43017578125
2015-09-07 00:00:00,0.69348,0.6951,0.69139,0.69462,103990.6875
2015-09-08 00:00:00,0.69462,0.70392,0.69327,0.70352,90407.9765625
2015-09-09 00:00:00,0.70353,0.707,0.69594,0.69598,93525.4765625
2015-09-10 00:00:00,0.69601,0.70991,0.69452,0.7073,124732.3515625
2015-09-11 00:00:00,0.7073,0.70917,0.70351,0.70885,68586.9296875
2015-09-12 00:00:00,0.70885,0.70885,0.70885,0.70885,0.0
2015-09-13 00:00:00,0.70804,0.70994,0.70775,0.70979,4697.169921875
2015-09-14 00:00:00,0.70978,0.71643,0.70629,0.71609,80738.109375
2015-09-15 00:00:00,0.71609,0.71654,0.7085,0.71247,77625.7109375
2015-09-16 00:00:00,0.71247,0.72003,0.71227,0.71996,79527.3203125
2015-09-17 00:00:00,0.71994,0.7275,0.71376,0.7188,103973.65625
2015-09-18 00:00:00,0.71882,0.72796,0.71672,0.71893,95264.96875
2015-09-19 00:00:00,0.71893,0.71893,0.71893,0.71893,0.0
2015-09-20 00:00:00,0.71811,0.71946,0.71799,0.71891,4611.68017578125
2015-09-21 00:00:00,0.71893,0.71967,0.71207,0.71266,69695.40625
2015-09-22 00:00:00,0.71265,0.71586,0.70565,0.70741,73812.203125
2015-09-23 00:00:00,0.70741,0.70842,0.69887,0.69971,80768.5625
2015-09-24 00:00:00,0.69972,0.7042,0.69381,0.70089,99051.0390625
2015-09-25 00:00:00,0.70088,0.70419,0.69904,0.70216,69814.5625
2015-09-26 00:00:00,0.70216,0.70216,0.70216,0.70216,0.0
